Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R01.mzML	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R02.mzML	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R03.mzML	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R01.mzML	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R02.mzML	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R03.mzML
Q96II8	LRCH3_HUMAN	LRCH3	DISP complex protein LRCH3	420975	510128	493734	443521	467966	517591
Q96IJ6	GMPPA_HUMAN	GMPPA	Mannose-1-phosphate guanyltransferase alpha	1.30842e+06	1.2587e+06	1.20769e+06	1.30203e+06	1.25818e+06	1.07891e+06
Q96IP4	TET5A_HUMAN	TENT5A	Terminal nucleotidyltransferase 5A	434562	589153	840920	378438	673937	422863
Q96IR7	HPDL_HUMAN	HPDL	4-hydroxyphenylpyruvate dioxygenase-like protein	3.99589e+06	3.91578e+06	4.18678e+06	3.94881e+06	4.10153e+06	3.59486e+06
Q96IU4	ABHEB_HUMAN	ABHD14B	Protein ABHD14B	1.28902e+07	1.47753e+07	1.27306e+07	1.26426e+07	1.37548e+07	1.69671e+07
Q96IX5	ATPMD_HUMAN	ATP5MD	ATP synthase membrane subunit DAPIT, mitochondrial	1.65584e+07	1.77411e+07	1.68496e+07	1.56681e+07	1.57355e+07	1.65145e+07
Q96IY1	NSL1_HUMAN	NSL1	Kinetochore-associated protein NSL1 homolog	2.49595e+06	2.78362e+06	3.2056e+06	2.03782e+06	1.8221e+06	3.06918e+06
Q96IZ0	PAWR_HUMAN	PAWR	PRKC apoptosis WT1 regulator protein	1.06291e+07	9.91228e+06	9.41451e+06	1.02391e+07	1.02185e+07	1.05511e+07
Q96IZ7	RSRC1_HUMAN	RSRC1	Serine/Arginine-related protein 53	1.01136e+06	777914	805165		567542	668438
Q96J01	THOC3_HUMAN	THOC3	THO complex subunit 3	6.86595e+06	6.74355e+06	6.90914e+06	6.93211e+06	7.0629e+06	6.58552e+06
Q96J42	TXD15_HUMAN	TXNDC15	Thioredoxin domain-containing protein 15	142679	95472.7		96373.9		75691.9
Q96J84	KIRR1_HUMAN	KIRREL1	Kin of IRRE-like protein 1	462276	356140		507704	461554	
Q96JB2	COG3_HUMAN	COG3	Conserved oligomeric Golgi complex subunit 3	455664	570160	818846	652318	637350	657093
Q96JB5	CK5P3_HUMAN	CDK5RAP3	CDK5 regulatory subunit-associated protein 3	3.34285e+06	2.17594e+06	3.11331e+06	2.14755e+06	2.78536e+06	3.74292e+06
Q96JC1	VPS39_HUMAN	VPS39	Vam6/Vps39-like protein	1.7128e+06	1.85555e+06	2.22819e+06	1.88974e+06	2.44611e+06	2.36643e+06
Q96JG6	VPS50_HUMAN	VPS50	Syndetin	1.55553e+06	1.20884e+06	1.59244e+06	1.18988e+06		1.29225e+06
Q96JH7	VCIP1_HUMAN	VCPIP1	Deubiquitinating protein VCIP135	1.0288e+06	1.09586e+06	1.07996e+06	1.06926e+06	1.18257e+06	1.14101e+06
Q96JJ3	ELMO2_HUMAN	ELMO2	Engulfment and cell motility protein 2	1.55805e+06	1.79668e+06	2.07104e+06	1.6188e+06	2.02134e+06	1.90833e+06
Q96JM3	CHAP1_HUMAN	CHAMP1	Chromosome alignment-maintaining phosphoprotein 1	4.76632e+06	4.79715e+06	4.73625e+06	4.74278e+06	4.74162e+06	5.60099e+06
Q96JP5	ZFP91_HUMAN	ZFP91	E3 ubiquitin-protein ligase ZFP91	7.23923e+06	7.2226e+06	7.55824e+06	7.29064e+06	8.18939e+06	8.28772e+06
Q96K17	BT3L4_HUMAN	BTF3L4	Transcription factor BTF3 homolog 4	2.75719e+07	2.65328e+07	2.88437e+07	3.09004e+07	2.59324e+07	2.46172e+07
Q96K19	RN170_HUMAN	RNF170	E3 ubiquitin-protein ligase RNF170	284443	370232	272105	327585	319867	189862
Q96K76	UBP47_HUMAN	USP47	Ubiquitin carboxyl-terminal hydrolase 47	8.26277e+06	8.35358e+06	9.02238e+06	4.64958e+06	5.4185e+06	4.97855e+06
Q96KA5	CLP1L_HUMAN	CLPTM1L	Cleft lip and palate transmembrane protein 1-like protein	3.278e+06	2.93701e+06	2.92122e+06	3.27639e+06	2.84019e+06	2.85633e+06
Q96KB5	TOPK_HUMAN	PBK	Lymphokine-activated killer T-cell-originated protein kinase	2.18293e+07	2.0132e+07	2.06399e+07	2.20311e+07	2.10213e+07	2.033e+07
Q96KG9	SCYL1_HUMAN	SCYL1	N-terminal kinase-like protein	1.63911e+06	1.42216e+06	1.49049e+06	1.73497e+06	1.51235e+06	1.22928e+06
Q96KP1	EXOC2_HUMAN	EXOC2	Exocyst complex component 2	1.90773e+06	1.69888e+06	1.44718e+06	1.95831e+06	1.77941e+06	2.0162e+06
Q96KP4	CNDP2_HUMAN	CNDP2	Cytosolic non-specific dipeptidase	9.0158e+06	8.14934e+06	8.84583e+06	8.76014e+06	8.51097e+06	8.70782e+06
Q96KQ7	EHMT2_HUMAN	EHMT2	Histone-lysine N-methyltransferase EHMT2	2.01878e+06	1.68848e+06	1.61209e+06	2.02481e+06	1.77712e+06	1.77649e+06
Q96KR1	ZFR_HUMAN	ZFR	Zinc finger RNA-binding protein	8.44254e+06	8.20133e+06	7.8536e+06	8.40929e+06	8.00636e+06	7.9249e+06
Q96L91	EP400_HUMAN	EP400	E1A-binding protein p400			1.44016e+06	932077		
Q96L92	SNX27_HUMAN	SNX27	Sorting nexin-27	4.92485e+06	5.2712e+06	4.70269e+06	4.5777e+06	4.31942e+06	4.53012e+06
Q96LD4	TRI47_HUMAN	TRIM47	E3 ubiquitin-protein ligase TRIM47	1.93529e+06	1.84982e+06	1.85126e+06	2.2293e+06	1.71058e+06	1.96806e+06
Q96LI5;Q9ULM6	CNO6L_HUMAN;CNOT6_HUMAN	CNOT6;CNOT6L	CCR4-NOT transcription complex subunit 6-like	824783	840777	636046	752471	734638	673375
Q96LJ7	DHRS1_HUMAN	DHRS1	Dehydrogenase/reductase SDR family member 1	1.76371e+06	1.6263e+06	1.9534e+06	1.78712e+06	1.54436e+06	2.0251e+06
Q96M27	PRRC1_HUMAN	PRRC1	Protein PRRC1	7.29985e+06	7.27716e+06	6.52234e+06	6.37932e+06	6.92114e+06	6.19502e+06
Q96ME7	ZN512_HUMAN	ZNF512	Zinc finger protein 512	1.26548e+06	1.05005e+06	1.08851e+06	946258	1.14053e+06	953345
Q96MG7	NSE3_HUMAN	NSMCE3	Non-structural maintenance of chromosomes element 3 homolog	2.48324e+07	3.03938e+07	2.89801e+07	2.46139e+07	2.65473e+07	2.807e+07
Q96MU7	YTDC1_HUMAN	YTHDC1	YTH domain-containing protein 1	3.10187e+06	3.62346e+06	3.01884e+06	3.23567e+06	3.06404e+06	3.00911e+06
Q96MW1	CCD43_HUMAN	CCDC43	Coiled-coil domain-containing protein 43	1.2298e+07	1.29441e+07	1.0946e+07	1.35147e+07	1.27361e+07	1.23898e+07
Q96MW5	COG8_HUMAN	COG8	Conserved oligomeric Golgi complex subunit 8		697364	996118	766362	819018	911800
Q96MX6	WDR92_HUMAN	WDR92	WD repeat-containing protein 92	1.45956e+06					
Q96N21	AP4AT_HUMAN	TEPSIN	AP-4 complex accessory subunit Tepsin	963119	877879	1.15892e+06	660056	708016	830728
Q96N58	ZN578_HUMAN	ZNF578	Zinc finger protein 578	4.86718e+06	4.26471e+06	4.7393e+06	3.86002e+06	4.38972e+06	4.62063e+06
Q96N64	PWP2A_HUMAN	PWWP2A	PWWP domain-containing protein 2A	159069	139596	134551	156750	164819	118769
Q96N66	MBOA7_HUMAN	MBOAT7	Lysophospholipid acyltransferase 7	1.28401e+07	1.29944e+07	1.1922e+07	1.16721e+07	1.20317e+07	1.15881e+07
Q96N67	DOCK7_HUMAN	DOCK7	Dedicator of cytokinesis protein 7	1.81638e+06	1.69176e+06	1.40503e+06	1.74825e+06	1.89426e+06	1.03233e+06
Q96NB3	ZN830_HUMAN	ZNF830	Zinc finger protein 830	396296	419689	408565	424075	406008	269017
Q96NC0	ZMAT2_HUMAN	ZMAT2	Zinc finger matrin-type protein 2	2.48496e+06	2.54334e+06	2.13287e+06	2.11438e+06	2.49355e+06	2.91507e+06
Q96NW4	ANR27_HUMAN	ANKRD27	Ankyrin repeat domain-containing protein 27	241734	230944	319960	212284	259354	220639
Q96NY9	MUS81_HUMAN	MUS81	Crossover junction endonuclease MUS81			483235	504483		572132
Q96P11	NSUN5_HUMAN	NSUN5	28S rRNA (cytosine-C(5))-methyltransferase	3.50688e+06	3.34405e+06	3.72193e+06	3.20075e+06	3.45354e+06	3.70365e+06
Q96P16	RPR1A_HUMAN	RPRD1A	Regulation of nuclear pre-mRNA domain-containing protein 1A	4.17922e+06	4.80713e+06	4.73951e+06	4.13305e+06	4.02125e+06	4.67304e+06
Q96P47	AGAP3_HUMAN	AGAP3	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3	731355	401285	588815	676640	638550	727883
Q96P48	ARAP1_HUMAN	ARAP1	Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1	1.10913e+06	1.21086e+06	1.25431e+06	847672	1.3226e+06	928535
Q96P70	IPO9_HUMAN	IPO9	Importin-9	8.45752e+06	8.76331e+06	8.8748e+06	8.52076e+06	8.86223e+06	8.70288e+06
Q96PC5	MIA2_HUMAN	MIA2	Melanoma inhibitory activity protein 2	4.62906e+06	5.029e+06	4.82339e+06	4.25223e+06	4.46446e+06	4.54478e+06
Q96PK6	RBM14_HUMAN	RBM14	RNA-binding protein 14	5.17121e+07	4.22775e+07	4.5061e+07	4.63654e+07	5.36156e+07	4.55821e+07
Q96PM5	ZN363_HUMAN	RCHY1	RING finger and CHY zinc finger domain-containing protein 1	789206		835042		584575	
Q96PU4	UHRF2_HUMAN	UHRF2	E3 ubiquitin-protein ligase UHRF2	455875	773965	411477	680174	488567	384405
Q96PU5	NED4L_HUMAN	NEDD4L	E3 ubiquitin-protein ligase NEDD4-like	2.44681e+06	2.65994e+06	2.4746e+06	2.61528e+06	2.49892e+06	2.56928e+06
Q96PU8	QKI_HUMAN	QKI	Protein quaking	5.81637e+06	5.07769e+06	4.81478e+06	5.01119e+06	5.54974e+06	4.69324e+06
Q96PY5	FMNL2_HUMAN	FMNL2	Formin-like protein 2	771598	725653	533577	945679	523637	914227
Q96PZ0	PUS7_HUMAN	PUS7	Pseudouridylate synthase 7 homolog	1.02096e+07	1.00254e+07	1.06833e+07	9.99161e+06	9.61678e+06	9.83608e+06
Q96Q11	TRNT1_HUMAN	TRNT1	CCA tRNA nucleotidyltransferase 1, mitochondrial	4.32869e+06	4.59157e+06	4.17726e+06	3.99614e+06	4.23372e+06	4.39694e+06
Q96QC0	PP1RA_HUMAN	PPP1R10	Serine/threonine-protein phosphatase 1 regulatory subunit 10	5.04604e+06	4.70895e+06	4.39457e+06	4.48865e+06	4.33445e+06	4.46631e+06
Q96QD5	DEPD7_HUMAN	DEPDC7	DEP domain-containing protein 7	1.03421e+06	580057	756230	908890	848015	918989
Q96QD8	S38A2_HUMAN	SLC38A2	Sodium-coupled neutral amino acid transporter 2	5.00005e+06	4.80563e+06	5.20713e+06	4.58977e+06	4.70312e+06	5.10585e+06
Q96QD9	UIF_HUMAN	FYTTD1	UAP56-interacting factor	3.54898e+06	3.37297e+06	3.22242e+06	2.91509e+06	3.55048e+06	3.15129e+06
Q96QE2	MYCT_HUMAN	SLC2A13	Proton myo-inositol cotransporter	1.99025e+06	1.88336e+06		1.04358e+06	1.51915e+06	1.63052e+06
Q96QE3	ATAD5_HUMAN	ATAD5	ATPase family AAA domain-containing protein 5	249174	372344	276830	239432	324660	302583
Q96QE5	TEFM_HUMAN	TEFM	Transcription elongation factor, mitochondrial			209758			
Q96QK1	VPS35_HUMAN	VPS35	Vacuolar protein sorting-associated protein 35	2.7601e+07	2.68399e+07	2.78222e+07	2.61949e+07	2.54679e+07	2.62786e+07
Q96QR8	PURB_HUMAN	PURB	Transcriptional activator protein Pur-beta	6.24347e+06	6.26357e+06	6.77619e+06	6.43758e+06	6.4407e+06	6.16915e+06
Q96QU8	XPO6_HUMAN	XPO6	Exportin-6	3.12069e+06	2.65891e+06	2.0529e+06	2.69698e+06	2.89208e+06	2.74541e+06
Q96R06	SPAG5_HUMAN	SPAG5	Sperm-associated antigen 5	1.2507e+06	1.11041e+06	1.06838e+06	1.00233e+06	1.34459e+06	1.23917e+06
Q96RE7	NACC1_HUMAN	NACC1	Nucleus accumbens-associated protein 1	3.36625e+06	3.31285e+06	3.32192e+06	3.37464e+06	2.82033e+06	3.1837e+06
Q96RL7	VP13A_HUMAN	VPS13A	Vacuolar protein sorting-associated protein 13A	607159	488980	674800	617695	675131	630851
Q96RP9	EFGM_HUMAN	GFM1	Elongation factor G, mitochondrial	1.03877e+07	1.02859e+07	1.03288e+07	9.74622e+06	1.00431e+07	1.00888e+07
Q96RQ1	ERGI2_HUMAN	ERGIC2	Endoplasmic reticulum-Golgi intermediate compartment protein 2	4.25955e+06	4.18525e+06	3.34253e+06	3.70728e+06	4.13757e+06	4.28025e+06
Q96RQ3	MCCA_HUMAN	MCCC1	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial	2.89882e+06	2.98032e+06	2.95839e+06	3.54637e+06	3.21225e+06	3.46413e+06
Q96RS0	TGS1_HUMAN	TGS1	Trimethylguanosine synthase	637120	647005	589229	743655	548921	740385
Q96RS6	NUDC1_HUMAN	NUDCD1	NudC domain-containing protein 1	7.21165e+06	7.44595e+06	7.65182e+06	7.51675e+06	7.49672e+06	6.89983e+06
Q96RT1	ERBIN_HUMAN	ERBIN	Erbin	717338	619463	831928	926405	901967	839743
Q96RU2	UBP28_HUMAN	USP28	Ubiquitin carboxyl-terminal hydrolase 28	2.07516e+06	2.52681e+06	2.77039e+06	2.42925e+06	2.7226e+06	2.22479e+06
Q96S19	MTL26_HUMAN	METTL26	Methyltransferase-like 26	1.59224e+06	1.56614e+06	1.75698e+06	1.52393e+06	1.46171e+06	1.46495e+06
Q96S44	PRPK_HUMAN	TP53RK	EKC/KEOPS complex subunit TP53RK	4.73802e+06	4.76331e+06	5.08003e+06	4.53086e+06	4.67324e+06	4.55045e+06
Q96S52	PIGS_HUMAN	PIGS	GPI transamidase component PIG-S	1.85333e+06	2.32e+06	2.26126e+06	2.25712e+06	2.25138e+06	2.33697e+06
Q96S55	WRIP1_HUMAN	WRNIP1	ATPase WRNIP1	5.14746e+06	9.11337e+06	5.19186e+06	1.05649e+07	9.23905e+06	1.19875e+07
Q96S59	RANB9_HUMAN	RANBP9	Ran-binding protein 9	1.42111e+06	1.17189e+06	1.19058e+06	1.53039e+06	1.33218e+06	1.10678e+06
Q96S66	CLCC1_HUMAN	CLCC1	Chloride channel CLIC-like protein 1	3.98084e+06	3.56468e+06	4.80006e+06	3.91836e+06	3.70293e+06	3.69734e+06
Q96S82	UBL7_HUMAN	UBL7	Ubiquitin-like protein 7	189804	216632	229401	204431	216784	227266
Q96S97	MYADM_HUMAN	MYADM	Myeloid-associated differentiation marker	288958	247418	170642	267078	176172	160185
Q96SB3	NEB2_HUMAN	PPP1R9B	Neurabin-2	1.4402e+06	1.64276e+06	1.23986e+06	1.57113e+06	1.49015e+06	1.43308e+06
Q96SB4	SRPK1_HUMAN	SRPK1	SRSF protein kinase 1	1.14163e+07	1.08689e+07	1.10601e+07	1.05706e+07	1.03231e+07	1.04199e+07
Q96SB8	SMC6_HUMAN	SMC6	Structural maintenance of chromosomes protein 6	2.29821e+06	2.22909e+06	1.97259e+06	2.13286e+06	1.67282e+06	1.93302e+06
Q96SI9	STRBP_HUMAN	STRBP	Spermatid perinuclear RNA-binding protein	5.37345e+06	5.2391e+06	5.16105e+06	5.73636e+06	5.50507e+06	4.86471e+06
Q96SK2	TM209_HUMAN	TMEM209	Transmembrane protein 209	1.56188e+06	1.35747e+06	1.74071e+06	1.60992e+06	1.30744e+06	1.28888e+06
Q96ST2	IWS1_HUMAN	IWS1	Protein IWS1 homolog	3.62916e+06	3.45926e+06	3.83696e+06	3.66576e+06	3.68822e+06	3.69367e+06
Q96ST3	SIN3A_HUMAN	SIN3A	Paired amphipathic helix protein Sin3a	5.06412e+06	5.19247e+06	4.43359e+06	5.23396e+06	4.82047e+06	4.93265e+06
Q96SU4	OSBL9_HUMAN	OSBPL9	Oxysterol-binding protein-related protein 9	4.10986e+06	4.18577e+06	4.60916e+06	4.0349e+06	4.21405e+06	4.60446e+06
Q96SW2	CRBN_HUMAN	CRBN	Protein cereblon	509242	599246	540382	500222	499918	507410
Q96SY0	INT14_HUMAN	INTS14	Integrator complex subunit 14	3.29169e+06	2.82325e+06	3.21318e+06	3.14734e+06	2.83457e+06	3.06644e+06
Q96SZ5	AEDO_HUMAN	ADO	2-aminoethanethiol dioxygenase	4.52042e+06	4.50913e+06	5.16452e+06	4.70286e+06	4.85078e+06	4.85252e+06
Q96SZ6	CK5P1_HUMAN	CDK5RAP1	Mitochondrial tRNA methylthiotransferase CDK5RAP1	137308	356356	384905		177801	205721
Q96T23	RSF1_HUMAN	RSF1	Remodeling and spacing factor 1	3.24959e+06	3.80605e+06	3.95303e+06	3.31568e+06	3.78153e+06	3.95082e+06
Q96T37	RBM15_HUMAN	RBM15	RNA-binding protein 15	7.1322e+06	7.18465e+06	7.02615e+06	7.03752e+06	7.04912e+06	7.16855e+06
Q96T51	RUFY1_HUMAN	RUFY1	RUN and FYVE domain-containing protein 1	5.39532e+06	5.22397e+06	5.33921e+06	6.28837e+06	4.70289e+06	5.20037e+06
Q96T58	MINT_HUMAN	SPEN	Msx2-interacting protein	1.18309e+06	1.38036e+06	2.27337e+06	1.00613e+06	1.07998e+06	993930
Q96T60	PNKP_HUMAN	PNKP	Bifunctional polynucleotide phosphatase/kinase	2.26349e+06	2.31525e+06	2.12351e+06	2.42764e+06	2.10374e+06	1.98537e+06
Q96T76	MMS19_HUMAN	MMS19	MMS19 nucleotide excision repair protein homolog	4.84835e+06	5.95886e+06	5.35648e+06	5.49972e+06	5.58773e+06	6.14866e+06
Q96T88	UHRF1_HUMAN	UHRF1	E3 ubiquitin-protein ligase UHRF1	1.36786e+07	1.33763e+07	1.33789e+07	1.23501e+07	1.29568e+07	1.26169e+07
Q96TA1	NIBA2_HUMAN	NIBAN2	Protein Niban 2	2.6253e+07	2.57517e+07	2.56209e+07	2.47117e+07	2.49705e+07	2.34026e+07
Q96TA2	YMEL1_HUMAN	YME1L1	ATP-dependent zinc metalloprotease YME1L1	1.74526e+06	1.95664e+06	1.47227e+06	1.88337e+06	1.89631e+06	1.72018e+06
Q96TC7	RMD3_HUMAN	RMDN3	Regulator of microtubule dynamics protein 3	9.34289e+06	9.99829e+06	8.06323e+06	9.14866e+06	9.97401e+06	8.93503e+06
Q96VH4	HBN1_YEAST	HBN1	Putative nitroreductase HBN1	4.02999e+07	4.09305e+07	3.94469e+07	1.96997e+07	1.77453e+07	2.03911e+07
Q96VH5	MIC10_YEAST	MIC10	MICOS complex subunit MIC10	1.29305e+07	1.26206e+07	1.06768e+07	6.83978e+06	6.63942e+06	5.90688e+06
Q99190	TECR_YEAST	TSC13	Very-long-chain enoyl-CoA reductase	1.4262e+06	1.68062e+06	1.70383e+06	888066	740173	874019
Q99210	NTPPA_YEAST	YOR111W	dTTP/UTP pyrophosphatase	487916	551270	716854			
Q99257	MEX67_YEAST	MEX67	mRNA export factor MEX67	1.43064e+06	1.42508e+06	1.90547e+06			
Q99258	RIB3_YEAST	RIB3	3,4-dihydroxy-2-butanone 4-phosphate synthase	7.41247e+06	7.83966e+06	8.30713e+06	3.22438e+06	3.25753e+06	4.00894e+06
Q99260	YPT6_YEAST	YPT6	GTP-binding protein YPT6	9.73889e+06	1.08271e+07	1.19931e+07	1.08649e+07	9.8718e+06	1.15011e+07
Q99288	DET1_YEAST	DET1	Broad-range acid phosphatase DET1	1.39235e+06		1.26719e+06			470620
Q99297	ODC2_YEAST	ODC2	Mitochondrial 2-oxodicarboxylate carrier 2		1.70583e+06	1.95441e+06			
Q99312	ISN1_YEAST	ISN1	IMP-specific 5'-nucleotidase 1	1.58911e+06	1.72374e+06	1.47144e+06			828386
Q99316	MPD2_YEAST	MPD2	Protein disulfide isomerase MPD2		7.98642e+06	6.40503e+06		2.9671e+06	3.38082e+06
Q99321	DDP1_YEAST	DDP1	Diphosphoinositol polyphosphate phosphohydrolase DDP1	3.61461e+06	3.27161e+06	4.04608e+06	1.5665e+06	1.43305e+06	1.56692e+06
Q99369	FSH3_YEAST	FSH3	Family of serine hydrolases 3	2.83917e+06	2.6002e+06	2.10241e+06	1.31039e+06	1.21109e+06	
Q99383	HRP1_YEAST	HRP1	Nuclear polyadenylated RNA-binding protein 4	6.97596e+06	6.86939e+06	6.94961e+06	3.06698e+06	3.58758e+06	3.5496e+06
Q99385	VCX1_YEAST	VCX1	Vacuolar calcium ion transporter	2.41064e+06	1.98341e+06	1.8324e+06			1.50303e+06
Q99394	TRS33_YEAST	TRS33	Trafficking protein particle complex subunit 33	382032	489477	557896	166746	173490	205566
Q99417	MYCBP_HUMAN	MYCBP	c-Myc-binding protein	1.38452e+07	1.20101e+07	1.26742e+07	1.29401e+07	1.37272e+07	1.26732e+07
Q99426	TBCB_HUMAN	TBCB	Tubulin-folding cofactor B	9.28369e+06	8.96728e+06	9.57371e+06	9.15037e+06	9.13664e+06	9.45428e+06
Q99436	PSB7_HUMAN	PSMB7	Proteasome subunit beta type-7	5.49695e+07	5.58035e+07	5.504e+07	5.37699e+07	5.49654e+07	5.39296e+07
Q99439	CNN2_HUMAN	CNN2	Calponin-2	1.57432e+07	1.60505e+07	1.72319e+07	1.6144e+07	1.62147e+07	1.63702e+07
Q99442	SEC62_HUMAN	SEC62	Translocation protein SEC62	5.61913e+06	5.69898e+06	5.8216e+06	5.76331e+06	4.86176e+06	5.72336e+06
Q99459	CDC5L_HUMAN	CDC5L	Cell division cycle 5-like protein	1.51979e+07	1.40618e+07	1.41853e+07	1.42116e+07	1.42095e+07	1.39625e+07
Q99460	PSMD1_HUMAN	PSMD1	26S proteasome non-ATPase regulatory subunit 1	2.33952e+07	2.4715e+07	1.85252e+07	2.38044e+07	3.04717e+07	2.87229e+07
Q99470	SDF2_HUMAN	SDF2	Stromal cell-derived factor 2	2.73365e+06	2.90836e+06	3.21628e+06	2.60111e+06	2.9122e+06	2.71504e+06
Q99471	PFD5_HUMAN	PFDN5	Prefoldin subunit 5	1.38884e+07	1.3665e+07	9.33704e+06	1.40174e+07	1.50618e+07	1.60434e+07
Q99496	RING2_HUMAN	RNF2	E3 ubiquitin-protein ligase RING2	1.3894e+06	1.56566e+06	1.31256e+06	1.49758e+06	1.45929e+06	1.54784e+06
Q99497	PARK7_HUMAN	PARK7	Parkinson disease protein 7	1.11436e+08	1.13942e+08	1.04691e+08	1.06142e+08	1.05356e+08	1.07874e+08
Q99523	SORT_HUMAN	SORT1	Sortilin	622000	289951	278300	498534		505856
Q99536	VAT1_HUMAN	VAT1	Synaptic vesicle membrane protein VAT-1 homolog	1.53167e+07	1.46937e+07	1.43134e+07	1.42945e+07	1.47495e+07	1.39987e+07
Q99541	PLIN2_HUMAN	PLIN2	Perilipin-2	6.83393e+06	5.9476e+06	6.5601e+06	6.12359e+06	6.10147e+06	5.69416e+06
Q99543	DNJC2_HUMAN	DNAJC2	DnaJ homolog subfamily C member 2	3.66863e+06	3.54914e+06	4.03308e+06	3.60156e+06	3.9848e+06	3.79616e+06
Q99547	MPH6_HUMAN	MPHOSPH6	M-phase phosphoprotein 6	3.89157e+06	3.94834e+06	4.77758e+06	3.54712e+06	3.65003e+06	3.83334e+06
Q99549	MPP8_HUMAN	MPHOSPH8	M-phase phosphoprotein 8	2.52222e+06	2.71416e+06	3.09323e+06	2.78294e+06	2.89736e+06	2.42599e+06
Q99567	NUP88_HUMAN	NUP88	Nuclear pore complex protein Nup88	8.14078e+06	8.05468e+06	7.8874e+06	7.97635e+06	8.28114e+06	7.71313e+06
Q99569	PKP4_HUMAN	PKP4	Plakophilin-4	367928	308619	339773	266180	342801	324555
Q99570	PI3R4_HUMAN	PIK3R4	Phosphoinositide 3-kinase regulatory subunit 4	1.00131e+06	1.17417e+06	1.10242e+06	1.04703e+06	987834	1.21886e+06
Q99575	POP1_HUMAN	POP1	Ribonucleases P/MRP protein subunit POP1	3.73909e+06	3.41273e+06	3.38347e+06	3.57521e+06	3.4105e+06	2.98553e+06
Q99584	S10AD_HUMAN	S100A13	Protein S100-A13	2.92526e+07	2.66896e+07	2.71072e+07	2.77266e+07	2.75496e+07	2.85673e+07
Q99590	SCAFB_HUMAN	SCAF11	Protein SCAF11	5.01247e+06	6.20319e+06	4.79486e+06	5.18225e+06	6.21988e+06	4.76886e+06
Q99598	TSNAX_HUMAN	TSNAX	Translin-associated protein X	5.03162e+06	6.22634e+06	5.0922e+06	6.73518e+06	4.56704e+06	4.69462e+06
Q99613	EIF3C_HUMAN	EIF3C	Eukaryotic translation initiation factor 3 subunit C	3.24062e+07	3.2118e+07	3.11885e+07	3.04993e+07	3.10887e+07	2.94895e+07
Q99614	TTC1_HUMAN	TTC1	Tetratricopeptide repeat protein 1	3.24235e+07	3.10433e+07	3.31209e+07	2.99319e+07	3.03796e+07	2.95172e+07
Q99615	DNJC7_HUMAN	DNAJC7	DnaJ homolog subfamily C member 7	9.63149e+06	1.00198e+07	9.28808e+06	9.61063e+06	8.91096e+06	9.31958e+06
Q99618	CDCA3_HUMAN	CDCA3	Cell division cycle-associated protein 3	762980	715912	547102	640836	754961	687053
Q99622	C10_HUMAN	C12orf57	Protein C10	3.0712e+06	3.06194e+06	2.90231e+06	2.94888e+06	2.86384e+06	2.93142e+06
Q99623	PHB2_HUMAN	PHB2	Prohibitin-2	7.59474e+07	7.5055e+07	7.86706e+07	7.77646e+07	7.66697e+07	7.52662e+07
Q99627	CSN8_HUMAN	COPS8	COP9 signalosome complex subunit 8	4.81785e+06	4.54192e+06	4.65575e+06	4.82554e+06	4.67413e+06	4.78882e+06
Q99638	RAD9A_HUMAN	RAD9A	Cell cycle checkpoint control protein RAD9A	769286	756926	694727	792980	705721	604802
Q99640	PMYT1_HUMAN	PKMYT1	Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase	319467	289280	319086	262556	337709	323361
Q99643	C560_HUMAN	SDHC	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial	4.33947e+06	4.76065e+06	6.02158e+06	4.34223e+06	4.63412e+06	4.57011e+06
Q99650	OSMR_HUMAN	OSMR	Oncostatin-M-specific receptor subunit beta	592629	526416	708869	631408	528581	580026
Q99653	CHP1_HUMAN	CHP1	Calcineurin B homologous protein 1	2.91647e+06	4.0298e+06	2.98771e+06	3.75681e+06	3.12318e+06	2.67907e+06
Q99661	KIF2C_HUMAN	KIF2C	Kinesin-like protein KIF2C	9.6997e+06	9.59822e+06	9.81093e+06	9.80484e+06	9.59128e+06	9.38277e+06
Q99685	MGLL_HUMAN	MGLL	Monoglyceride lipase	810914	707593	674080	610034	723664	696181
Q99700	ATX2_HUMAN	ATXN2	Ataxin-2	2.53285e+07	2.3823e+07	2.58649e+07	2.37932e+07	2.58854e+07	2.4795e+07
Q99707	METH_HUMAN	MTR	Methionine synthase	3.1684e+06	2.35049e+06	2.59204e+06	2.39653e+06	2.23427e+06	2.71308e+06
