Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\B20190320yix_KRUK_DIA_b6_15.mzML
Q9UGP8	SEC63_HUMAN	SEC63	Translocation protein SEC63 homolog	6.76925e+06
Q9UGR2	Z3H7B_HUMAN	ZC3H7B	Zinc finger CCCH domain-containing protein 7B	5.59229e+06
Q9UGT4	SUSD2_HUMAN	SUSD2	Sushi domain-containing protein 2	3.63208e+06
Q9UGV2	NDRG3_HUMAN	NDRG3	Protein NDRG3	3.90789e+06
Q9UH62	ARMX3_HUMAN	ARMCX3	Armadillo repeat-containing X-linked protein 3	1.59467e+07
Q9UH65	SWP70_HUMAN	SWAP70	Switch-associated protein 70	1.69698e+07
Q9UH99	SUN2_HUMAN	SUN2	SUN domain-containing protein 2	8.72133e+07
Q9UHA4	LTOR3_HUMAN	LAMTOR3	Ragulator complex protein LAMTOR3	2.93833e+07
Q9UHB6	LIMA1_HUMAN	LIMA1	LIM domain and actin-binding protein 1	3.39487e+07
Q9UHB7	AFF4_HUMAN	AFF4	AF4/FMR2 family member 4	1.9515e+06
Q9UHB9	SRP68_HUMAN	SRP68	Signal recognition particle subunit SRP68	3.57313e+07
Q9UHD1	CHRD1_HUMAN	CHORDC1	Cysteine and histidine-rich domain-containing protein 1	4.41334e+06
Q9UHD2	TBK1_HUMAN	TBK1	Serine/threonine-protein kinase TBK1	5.92716e+06
Q9UHD8	SEPT9_HUMAN	SEPTIN9	Septin-9	1.61485e+08
Q9UHD9	UBQL2_HUMAN	UBQLN2	Ubiquilin-2	1.67882e+07
Q9UHG2	PCS1N_HUMAN	PCSK1N	ProSAAS	8.87974e+06
Q9UHG3	PCYOX_HUMAN	PCYOX1	Prenylcysteine oxidase 1	4.68116e+07
Q9UHH9	IP6K2_HUMAN	IP6K2	Inositol hexakisphosphate kinase 2	2.83766e+08
Q9UHI6	DDX20_HUMAN	DDX20	Probable ATP-dependent RNA helicase DDX20	3.89857e+06
Q9UHJ6	SHPK_HUMAN	SHPK	Sedoheptulokinase	5.80137e+06
Q9UHL4	DPP2_HUMAN	DPP7	Dipeptidyl peptidase 2	1.17587e+07
Q9UHN6	CEIP2_HUMAN	CEMIP2	Inactive cell surface hyaluronidase CEMIP2	3.24303e+06
Q9UHP3	UBP25_HUMAN	USP25	Ubiquitin carboxyl-terminal hydrolase 25	1.668e+06
Q9UHQ4	BAP29_HUMAN	BCAP29	B-cell receptor-associated protein 29	3.52344e+06
Q9UHQ9	NB5R1_HUMAN	CYB5R1	NADH-cytochrome b5 reductase 1	3.26926e+07
Q9UHR4	BI2L1_HUMAN	BAIAP2L1	Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1	3.88028e+07
Q9UHR5	S30BP_HUMAN	SAP30BP	SAP30-binding protein	1.1139e+07
Q9UHR6	ZNHI2_HUMAN	ZNHIT2	Zinc finger HIT domain-containing protein 2	306087
Q9UHV9	PFD2_HUMAN	PFDN2	Prefoldin subunit 2	5.09622e+07
Q9UHW9	S12A6_HUMAN	SLC12A6	Solute carrier family 12 member 6	5.01532e+07
Q9UHX1	PUF60_HUMAN	PUF60	Poly(U)-binding-splicing factor PUF60	3.25985e+07
Q9UHY1	NRBP_HUMAN	NRBP1	Nuclear receptor-binding protein	9.5632e+06
Q9UHY7	ENOPH_HUMAN	ENOPH1	Enolase-phosphatase E1	1.36675e+07
Q9UI08	EVL_HUMAN	EVL	Ena/VASP-like protein	9.79391e+06
Q9UI09	NDUAC_HUMAN	NDUFA12	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12	4.6761e+06
Q9UI10	EI2BD_HUMAN	EIF2B4	Translation initiation factor eIF-2B subunit delta	1.02932e+07
Q9UI12	VATH_HUMAN	ATP6V1H	V-type proton ATPase subunit H	3.32691e+07
Q9UI30	TR112_HUMAN	TRMT112	Multifunctional methyltransferase subunit TRM112-like protein	1.18937e+07
Q9UIA9	XPO7_HUMAN	XPO7	Exportin-7	1.09527e+07
Q9UIC8	LCMT1_HUMAN	LCMT1	Leucine carboxyl methyltransferase 1	9.53304e+06
Q9UID3	VPS51_HUMAN	VPS51	Vacuolar protein sorting-associated protein 51 homolog	6.72735e+06
Q9UIF9	BAZ2A_HUMAN	BAZ2A	Bromodomain adjacent to zinc finger domain protein 2A	8.37347e+06
Q9UIG0	BAZ1B_HUMAN	BAZ1B	Tyrosine-protein kinase BAZ1B	6.88245e+06
Q9UII2	ATIF1_HUMAN	ATP5IF1	ATPase inhibitor, mitochondrial	3.07129e+07
Q9UIJ7	KAD3_HUMAN	AK3	GTP:AMP phosphotransferase AK3, mitochondrial	3.33593e+07
Q9UIL1	SCOC_HUMAN	SCOC	Short coiled-coil protein	9.22389e+06
Q9UIQ6	LCAP_HUMAN	LNPEP	Leucyl-cystinyl aminopeptidase	8.66194e+06
Q9UIV1	CNOT7_HUMAN	CNOT7	CCR4-NOT transcription complex subunit 7	6.58473e+06
Q9UJ14	GGT7_HUMAN	GGT7	Glutathione hydrolase 7	4.05028e+06
Q9UJ41	RABX5_HUMAN	RABGEF1	Rab5 GDP/GTP exchange factor	2.54711e+06
Q9UJ68	MSRA_HUMAN	MSRA	Mitochondrial peptide methionine sulfoxide reductase	1.55468e+07
Q9UJ70	NAGK_HUMAN	NAGK	N-acetyl-D-glucosamine kinase	6.7017e+07
Q9UJ72	ANX10_HUMAN	ANXA10	Annexin A10	1.34514e+08
Q9UJA5	TRM6_HUMAN	TRMT6	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6	7.2426e+06
Q9UJC3	HOOK1_HUMAN	HOOK1	Protein Hook homolog 1	574812
Q9UJC5	SH3L2_HUMAN	SH3BGRL2	SH3 domain-binding glutamic acid-rich-like protein 2	8.73467e+06
Q9UJF2	NGAP_HUMAN	RASAL2	Ras GTPase-activating protein nGAP	178488
Q9UJS0	S2513_HUMAN	SLC25A13	Electrogenic aspartate/glutamate antiporter SLC25A13, mitochondrial	8.97274e+07
Q9UJU6	DBNL_HUMAN	DBNL	Drebrin-like protein	6.47894e+07
Q9UJV9	DDX41_HUMAN	DDX41	Probable ATP-dependent RNA helicase DDX41	4.53571e+06
Q9UJW0	DCTN4_HUMAN	DCTN4	Dynactin subunit 4	1.58871e+07
Q9UJX2	CDC23_HUMAN	CDC23	Cell division cycle protein 23 homolog	2.55305e+06
Q9UJX3	APC7_HUMAN	ANAPC7	Anaphase-promoting complex subunit 7	1.44805e+06
Q9UJX4	APC5_HUMAN	ANAPC5	Anaphase-promoting complex subunit 5	1.66035e+06
Q9UJY4	GGA2_HUMAN	GGA2	ADP-ribosylation factor-binding protein GGA2	2.49467e+06
Q9UJY5	GGA1_HUMAN	GGA1	ADP-ribosylation factor-binding protein GGA1	1.0488e+07
Q9UJZ1	STML2_HUMAN	STOML2	Stomatin-like protein 2, mitochondrial	2.30793e+07
Q9UK41	VPS28_HUMAN	VPS28	Vacuolar protein sorting-associated protein 28 homolog	7.2838e+06
Q9UK53	ING1_HUMAN	ING1	Inhibitor of growth protein 1	1.04965e+06
Q9UK59	DBR1_HUMAN	DBR1	Lariat debranching enzyme	1.85848e+07
Q9UK61	TASOR_HUMAN	TASOR	Protein TASOR	2.65854e+06
Q9UK73	FEM1B_HUMAN	FEM1B	Protein fem-1 homolog B	66603.9
Q9UK76	JUPI1_HUMAN	JPT1	Jupiter microtubule associated homolog 1	7.66948e+07
Q9UK97	FBX9_HUMAN	FBXO9	F-box only protein 9	6.58116e+06
Q9UKB3	DJC12_HUMAN	DNAJC12	DnaJ homolog subfamily C member 12	1.3226e+07
Q9UKD2	MRT4_HUMAN	MRTO4	mRNA turnover protein 4 homolog	2.48879e+07
Q9UKF6	CPSF3_HUMAN	CPSF3	Cleavage and polyadenylation specificity factor subunit 3	1.01648e+07
Q9UKG1	DP13A_HUMAN	APPL1	DCC-interacting protein 13-alpha	1.49139e+07
Q9UKG9	OCTC_HUMAN	CROT	Peroxisomal carnitine O-octanoyltransferase	1.29213e+06
Q9UKJ3	GPTC8_HUMAN	GPATCH8	G patch domain-containing protein 8	3.34051e+06
Q9UKK3	PARP4_HUMAN	PARP4	Protein mono-ADP-ribosyltransferase PARP4	6.4778e+07
Q9UKK9	NUDT5_HUMAN	NUDT5	ADP-sugar pyrophosphatase	5.04749e+07
Q9UKL0	RCOR1_HUMAN	RCOR1	REST corepressor 1	7.31363e+06
Q9UKM7	MA1B1_HUMAN	MAN1B1	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	3.77672e+06
Q9UKM9	RALY_HUMAN	RALY	RNA-binding protein Raly	1.87326e+08
Q9UKN8	TF3C4_HUMAN	GTF3C4	General transcription factor 3C polypeptide 4	2.83907e+06
Q9UKT5	FBX4_HUMAN	FBXO4	F-box only protein 4	2.92125e+06
Q9UKU7	ACAD8_HUMAN	ACAD8	Isobutyryl-CoA dehydrogenase, mitochondrial	1.35246e+07
Q9UKU9	ANGL2_HUMAN	ANGPTL2	Angiopoietin-related protein 2	3.46013e+06
Q9UKV3	ACINU_HUMAN	ACIN1	Apoptotic chromatin condensation inducer in the nucleus	5.57784e+07
Q9UKV5	AMFR_HUMAN	AMFR	E3 ubiquitin-protein ligase AMFR	1.87247e+06
Q9UKV8	AGO2_HUMAN	AGO2	Protein argonaute-2	7.93524e+06
Q9UKX5	ITA11_HUMAN	ITGA11	Integrin alpha-11	1.29291e+07
Q9UKX7	NUP50_HUMAN	NUP50	Nuclear pore complex protein Nup50	1.66062e+07
Q9UKY7	CDV3_HUMAN	CDV3	Protein CDV3 homolog	5.5363e+07
Q9UKZ1	CNO11_HUMAN	CNOT11	CCR4-NOT transcription complex subunit 11	2.90586e+06
Q9UL03	INT6_HUMAN	INTS6	Integrator complex subunit 6	1.55522e+06
Q9UL15	BAG5_HUMAN	BAG5	BAG family molecular chaperone regulator 5	2.17955e+07
Q9UL18	AGO1_HUMAN	AGO1	Protein argonaute-1	7.65053e+06
Q9UL25	RAB21_HUMAN	RAB21	Ras-related protein Rab-21	2.24171e+07
Q9UL26	RB22A_HUMAN	RAB22A	Ras-related protein Rab-22A	4.0328e+06
Q9UL33	TPC2L_HUMAN	TRAPPC2L	Trafficking protein particle complex subunit 2-like protein	4.48206e+06
Q9UL40	ZN346_HUMAN	ZNF346	Zinc finger protein 346	5.74505e+06
Q9UL45	BL1S6_HUMAN	BLOC1S6	Biogenesis of lysosome-related organelles complex 1 subunit 6	4.21187e+06
Q9UL46	PSME2_HUMAN	PSME2	Proteasome activator complex subunit 2	1.69692e+08
Q9UL68	MYT1L_HUMAN	MYT1L	Myelin transcription factor 1-like protein	1.79513e+08
Q9ULA0	DNPEP_HUMAN	DNPEP	Aspartyl aminopeptidase	5.23779e+07
Q9ULC3	RAB23_HUMAN	RAB23	Ras-related protein Rab-23	4.48805e+07
Q9ULC4	MCTS1_HUMAN	MCTS1	Malignant T-cell-amplified sequence 1	2.32586e+07
Q9ULC5	ACSL5_HUMAN	ACSL5	Long-chain-fatty-acid--CoA ligase 5	4.63921e+07
Q9ULD2	MTUS1_HUMAN	MTUS1	Microtubule-associated tumor suppressor 1	2.48922e+06
Q9ULF5	S39AA_HUMAN	SLC39A10	Zinc transporter ZIP10	2.04306e+06
Q9ULG1	INO80_HUMAN	INO80	Chromatin-remodeling ATPase INO80	2.2712e+06
Q9ULH0	KDIS_HUMAN	KIDINS220	Kinase D-interacting substrate of 220 kDa	1.39312e+06
Q9ULH1	ASAP1_HUMAN	ASAP1	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1	2.54295e+06
Q9ULH7	MRTFB_HUMAN	MRTFB	Myocardin-related transcription factor B	3.63338e+07
Q9ULJ8	NEB1_HUMAN	PPP1R9A	Neurabin-1	4.35555e+06
Q9ULQ1	TPC1_HUMAN	TPCN1	Two pore channel protein 1	3.17623e+06
Q9ULR0	ISY1_HUMAN	ISY1	Pre-mRNA-splicing factor ISY1 homolog	8.01125e+06
Q9ULT8	HECD1_HUMAN	HECTD1	E3 ubiquitin-protein ligase HECTD1	5.71826e+06
Q9ULU4	ZMYD8_HUMAN	ZMYND8	MYND-type zinc finger-containing chromatin reader ZMYND8	5.71326e+06
Q9ULV0	MYO5B_HUMAN	MYO5B	Unconventional myosin-Vb	2.22084e+06
Q9ULV4	COR1C_HUMAN	CORO1C	Coronin-1C	5.47265e+07
Q9ULW3	ABT1_HUMAN	ABT1	Activator of basal transcription 1	7.33868e+06
Q9ULX3	NOB1_HUMAN	NOB1	RNA-binding protein NOB1	1.65256e+06
Q9ULX6	AKP8L_HUMAN	AKAP8L	A-kinase anchor protein 8-like	6.65037e+06
Q9ULX9	MAFF_HUMAN	MAFF	Transcription factor MafF	4.95752e+06
Q9ULZ3	ASC_HUMAN	PYCARD	Apoptosis-associated speck-like protein containing a CARD	5.55191e+07
Q9UM00	TMCO1_HUMAN	TMCO1	Calcium load-activated calcium channel	1.62988e+07
Q9UM07	PADI4_HUMAN	PADI4	Protein-arginine deiminase type-4	1.01203e+07
Q9UM22	EPDR1_HUMAN	EPDR1	Mammalian ependymin-related protein 1	1.14939e+07
Q9UM54	MYO6_HUMAN	MYO6	Unconventional myosin-VI	1.36635e+07
Q9UMD9	COHA1_HUMAN	COL17A1	Collagen alpha-1(XVII) chain	6.19172e+06
Q9UMS0	NFU1_HUMAN	NFU1	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	8.53125e+06
Q9UMS4	PRP19_HUMAN	PRPF19	Pre-mRNA-processing factor 19	6.90726e+07
Q9UMS6	SYNP2_HUMAN	SYNPO2	Synaptopodin-2	3.78053e+07
Q9UMX0	UBQL1_HUMAN	UBQLN1	Ubiquilin-1	3.42864e+07
Q9UMX5	NENF_HUMAN	NENF	Neudesin	4.1518e+07
Q9UMY1	NOL7_HUMAN	NOL7	Nucleolar protein 7	1.41297e+07
Q9UMY4	SNX12_HUMAN	SNX12	Sorting nexin-12	3.75478e+07
Q9UMZ2	SYNRG_HUMAN	SYNRG	Synergin gamma	3.06382e+06
Q9UN36	NDRG2_HUMAN	NDRG2	Protein NDRG2	5.46893e+06
Q9UN37	VPS4A_HUMAN	VPS4A	Vacuolar protein sorting-associated protein 4A	2.62754e+07
Q9UN76	S6A14_HUMAN	SLC6A14	Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)	1.8354e+06
Q9UN81	LORF1_HUMAN	L1RE1	LINE-1 retrotransposable element ORF1 protein	7.06703e+07
Q9UN86	G3BP2_HUMAN	G3BP2	Ras GTPase-activating protein-binding protein 2	2.72618e+07
Q9UNE0	EDAR_HUMAN	EDAR	Tumor necrosis factor receptor superfamily member EDAR	1.94462e+06
Q9UNE7	CHIP_HUMAN	STUB1	E3 ubiquitin-protein ligase CHIP	4.019e+06
Q9UNF0	PACN2_HUMAN	PACSIN2	Protein kinase C and casein kinase substrate in neurons protein 2	1.20819e+08
Q9UNF1	MAGD2_HUMAN	MAGED2	Melanoma-associated antigen D2	1.05664e+07
Q9UNH7	SNX6_HUMAN	SNX6	Sorting nexin-6	2.34721e+07
Q9UNK0	STX8_HUMAN	STX8	Syntaxin-8	2.61978e+06
Q9UNL2	SSRG_HUMAN	SSR3	Translocon-associated protein subunit gamma	2.62058e+07
Q9UNL4	ING4_HUMAN	ING4	Inhibitor of growth protein 4	1.59794e+06
Q9UNM6	PSD13_HUMAN	PSMD13	26S proteasome non-ATPase regulatory subunit 13	3.99951e+07
Q9UNN5	FAF1_HUMAN	FAF1	FAS-associated factor 1	9.5156e+06
Q9UNN8	EPCR_HUMAN	PROCR	Endothelial protein C receptor	9.30179e+06
Q9UNP9	PPIE_HUMAN	PPIE	Peptidyl-prolyl cis-trans isomerase E	1.92117e+07
Q9UNQ2	DIM1_HUMAN	DIMT1	Probable dimethyladenosine transferase	3.65774e+06
Q9UNS2	CSN3_HUMAN	COPS3	COP9 signalosome complex subunit 3	1.60968e+07
Q9UNW1	MINP1_HUMAN	MINPP1	Multiple inositol polyphosphate phosphatase 1	4.68197e+06
Q9UNX4	WDR3_HUMAN	WDR3	WD repeat-containing protein 3	2.41027e+06
Q9UNZ2	NSF1C_HUMAN	NSFL1C	NSFL1 cofactor p47	5.61016e+07
Q9UNZ5	L10K_HUMAN	C19orf53	Leydig cell tumor 10 kDa protein homolog	7.01487e+06
Q9UP83	COG5_HUMAN	COG5	Conserved oligomeric Golgi complex subunit 5	4.0432e+07
Q9UP95	S12A4_HUMAN	SLC12A4	Solute carrier family 12 member 4	4.1729e+06
Q9UPN3	MACF1_HUMAN	MACF1	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4/5	9.9191e+07
Q9UPN4	CP131_HUMAN	CEP131	Centrosomal protein of 131 kDa	7.52458e+07
Q9UPN7	PP6R1_HUMAN	PPP6R1	Serine/threonine-protein phosphatase 6 regulatory subunit 1	8.52753e+06
Q9UPN9	TRI33_HUMAN	TRIM33	E3 ubiquitin-protein ligase TRIM33	1.73092e+06
Q9UPP1	PHF8_HUMAN	PHF8	Histone lysine demethylase PHF8	5.2031e+06
Q9UPQ9	TNR6B_HUMAN	TNRC6B	Trinucleotide repeat-containing gene 6B protein	921989
Q9UPR3	SMG5_HUMAN	SMG5	Nonsense-mediated mRNA decay factor SMG5	2.50675e+06
Q9UPT5	EXOC7_HUMAN	EXOC7	Exocyst complex component 7	9.09552e+06
Q9UPT8	ZC3H4_HUMAN	ZC3H4	Zinc finger CCCH domain-containing protein 4	3.96426e+06
Q9UPU5	UBP24_HUMAN	USP24	Ubiquitin carboxyl-terminal hydrolase 24	1.33661e+07
Q9UPU7	TBD2B_HUMAN	TBC1D2B	TBC1 domain family member 2B	2.24996e+07
Q9UPY8	MARE3_HUMAN	MAPRE3	Microtubule-associated protein RP/EB family member 3	3.99498e+06
Q9UPZ3	HPS5_HUMAN	HPS5	BLOC-2 complex member HPS5	516100
Q9UQ13	SHOC2_HUMAN	SHOC2	Leucine-rich repeat protein SHOC-2	4.66599e+06
Q9UQ35	SRRM2_HUMAN	SRRM2	Serine/arginine repetitive matrix protein 2	3.95861e+07
Q9UQ80	PA2G4_HUMAN	PA2G4	Proliferation-associated protein 2G4	9.33884e+07
Q9UQ90	SPG7_HUMAN	SPG7	Paraplegin	4.49407e+06
Q9UQB8	BAIP2_HUMAN	BAIAP2	Brain-specific angiogenesis inhibitor 1-associated protein 2	4.98458e+06
Q9UQC2	GAB2_HUMAN	GAB2	GRB2-associated-binding protein 2	7.42509e+07
Q9UQE7	SMC3_HUMAN	SMC3	Structural maintenance of chromosomes protein 3	7.3381e+07
Q9UQN3	CHM2B_HUMAN	CHMP2B	Charged multivesicular body protein 2b	3.52892e+07
Q9UQR1	ZN148_HUMAN	ZNF148	Zinc finger protein 148	5.20431e+08
Q9Y217	MTMR6_HUMAN	MTMR6	Myotubularin-related protein 6	3.98444e+06
Q9Y221	NIP7_HUMAN	NIP7	60S ribosome subunit biogenesis protein NIP7 homolog	3.04025e+06
Q9Y223	GLCNE_HUMAN	GNE	Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase	6.98022e+06
Q9Y224	RTRAF_HUMAN	RTRAF	RNA transcription, translation and transport factor protein	4.36048e+07
Q9Y228	T3JAM_HUMAN	TRAF3IP3	TRAF3-interacting JNK-activating modulator	7.08926e+06
Q9Y230	RUVB2_HUMAN	RUVBL2	RuvB-like 2	1.10063e+08
Q9Y232	CDYL_HUMAN	CDYL	Chromodomain Y-like protein	1.08267e+06
Q9Y237	PIN4_HUMAN	PIN4	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4	1.41296e+07
Q9Y243	AKT3_HUMAN	AKT3	RAC-gamma serine/threonine-protein kinase	1.94286e+06
Q9Y259	CHKB_HUMAN	CHKB	Choline/ethanolamine kinase	1.7747e+06
Q9Y262	EIF3L_HUMAN	EIF3L	Eukaryotic translation initiation factor 3 subunit L	3.22977e+07
Q9Y263	PLAP_HUMAN	PLAA	Phospholipase A-2-activating protein	1.37946e+07
Q9Y265	RUVB1_HUMAN	RUVBL1	RuvB-like 1	7.17835e+07
Q9Y266	NUDC_HUMAN	NUDC	Nuclear migration protein nudC	4.7221e+07
Q9Y276	BCS1_HUMAN	BCS1L	Mitochondrial chaperone BCS1	4.70447e+06
Q9Y277	VDAC3_HUMAN	VDAC3	Voltage-dependent anion-selective channel protein 3	3.95369e+07
Q9Y281	COF2_HUMAN	CFL2	Cofilin-2	265820
Q9Y282	ERGI3_HUMAN	ERGIC3	Endoplasmic reticulum-Golgi intermediate compartment protein 3	3.31266e+06
Q9Y285	SYFA_HUMAN	FARSA	Phenylalanine--tRNA ligase alpha subunit	2.26528e+07
Q9Y295	DRG1_HUMAN	DRG1	Developmentally-regulated GTP-binding protein 1	3.49653e+07
Q9Y2A7	NCKP1_HUMAN	NCKAP1	Nck-associated protein 1	1.06045e+08
Q9Y2B0	CNPY2_HUMAN	CNPY2	Protein canopy homolog 2	4.8026e+07
Q9Y2B9	IPKG_HUMAN	PKIG	cAMP-dependent protein kinase inhibitor gamma	569714
Q9Y2D0	CAH5B_HUMAN	CA5B	Carbonic anhydrase 5B, mitochondrial	8.23288e+06
Q9Y2D4	EXC6B_HUMAN	EXOC6B	Exocyst complex component 6B	1.63348e+06
Q9Y2D5	AKAP2_HUMAN	AKAP2	A-kinase anchor protein 2	1.56383e+08
Q9Y2E4	DIP2C_HUMAN	DIP2C	Disco-interacting protein 2 homolog C	2.52973e+06
Q9Y2E5	MA2B2_HUMAN	MAN2B2	Epididymis-specific alpha-mannosidase	1.51661e+07
Q9Y2G3	AT11B_HUMAN	ATP11B	Phospholipid-transporting ATPase IF	9.23858e+06
Q9Y2G5	OFUT2_HUMAN	POFUT2	GDP-fucose protein O-fucosyltransferase 2	5.85475e+06
Q9Y2H0	DLGP4_HUMAN	DLGAP4	Disks large-associated protein 4	7.23871e+06
Q9Y2H1	ST38L_HUMAN	STK38L	Serine/threonine-protein kinase 38-like	5.66515e+06
Q9Y2H2	SAC2_HUMAN	INPP5F	Phosphatidylinositide phosphatase SAC2	985262
Q9Y2H5	PKHA6_HUMAN	PLEKHA6	Pleckstrin homology domain-containing family A member 6	4.56884e+06
Q9Y2H6	FND3A_HUMAN	FNDC3A	Fibronectin type-III domain-containing protein 3A	1.81709e+06
Q9Y2I8	WDR37_HUMAN	WDR37	WD repeat-containing protein 37	1.1193e+07
Q9Y2J2	E41L3_HUMAN	EPB41L3	Band 4.1-like protein 3	9.93009e+06
Q9Y2J8	PADI2_HUMAN	PADI2	Protein-arginine deiminase type-2	4.31887e+06
Q9Y2K7	KDM2A_HUMAN	KDM2A	Lysine-specific demethylase 2A	4.16265e+06
Q9Y2L1	RRP44_HUMAN	DIS3	Exosome complex exonuclease RRP44	3.47864e+07
Q9Y2L5	TPPC8_HUMAN	TRAPPC8	Trafficking protein particle complex subunit 8	1.76544e+07
Q9Y2P8	RCL1_HUMAN	RCL1	RNA 3'-terminal phosphate cyclase-like protein	2.54232e+06
Q9Y2Q3	GSTK1_HUMAN	GSTK1	Glutathione S-transferase kappa 1	4.16516e+07
Q9Y2Q5	LTOR2_HUMAN	LAMTOR2	Ragulator complex protein LAMTOR2	1.07044e+07
Q9Y2Q9	RT28_HUMAN	MRPS28	Small ribosomal subunit protein bS1m	9.14039e+06
Q9Y2R0	COA3_HUMAN	COA3	Cytochrome c oxidase assembly factor 3 homolog, mitochondrial	1.82973e+07
Q9Y2R5	RT17_HUMAN	MRPS17	Small ribosomal subunit protein uS17m	5.35745e+06
Q9Y2R9	RT07_HUMAN	MRPS7	Small ribosomal subunit protein uS7m	1.05148e+07
Q9Y2S2	CRYL1_HUMAN	CRYL1	Lambda-crystallin homolog	1.20056e+07
Q9Y2S6	TMA7_HUMAN	TMA7	Translation machinery-associated protein 7	4.08833e+07
Q9Y2S7	PDIP2_HUMAN	POLDIP2	Polymerase delta-interacting protein 2	8.60033e+06
Q9Y2T2	AP3M1_HUMAN	AP3M1	AP-3 complex subunit mu-1	1.53778e+07
Q9Y2T3	GUAD_HUMAN	GDA	Guanine deaminase	7.79309e+06
Q9Y2U8	MAN1_HUMAN	LEMD3	Inner nuclear membrane protein Man1	2.1188e+07
Q9Y2V2	CHSP1_HUMAN	CARHSP1	Calcium-regulated heat-stable protein 1	6.44255e+07
Q9Y2V7	COG6_HUMAN	COG6	Conserved oligomeric Golgi complex subunit 6	6.97292e+07
Q9Y2W1	TR150_HUMAN	THRAP3	Thyroid hormone receptor-associated protein 3	4.07612e+07
Q9Y2W2	WBP11_HUMAN	WBP11	WW domain-binding protein 11	1.19067e+07
Q9Y2X3	NOP58_HUMAN	NOP58	Nucleolar protein 58	4.21662e+07
Q9Y2X7	GIT1_HUMAN	GIT1	ARF GTPase-activating protein GIT1	7.72315e+06
Q9Y2Y0	AR2BP_HUMAN	ARL2BP	ADP-ribosylation factor-like protein 2-binding protein	1.6173e+06
Q9Y2Z0	SGT1_HUMAN	SUGT1	Protein SGT1 homolog	3.16456e+07
Q9Y2Z2	MTO1_HUMAN	MTO1	Protein MTO1 homolog, mitochondrial	9.67898e+07
Q9Y2Z4	SYYM_HUMAN	YARS2	Tyrosine--tRNA ligase, mitochondrial	4.29228e+06
Q9Y2Z9	COQ6_HUMAN	COQ6	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial	9.61032e+06
Q9Y303	NAGA_HUMAN	AMDHD2	N-acetylglucosamine-6-phosphate deacetylase	1.01277e+07
Q9Y305	ACOT9_HUMAN	ACOT9	Acyl-coenzyme A thioesterase 9, mitochondrial	3.1591e+07
Q9Y312	AAR2_HUMAN	AAR2	Protein AAR2 homolog	3.96145e+06
Q9Y314	NOSIP_HUMAN	NOSIP	Nitric oxide synthase-interacting protein	6.35712e+06
Q9Y315	DEOC_HUMAN	DERA	Deoxyribose-phosphate aldolase	2.0541e+07
Q9Y316	MEMO1_HUMAN	MEMO1	Protein MEMO1	3.15227e+06
Q9Y320	TMX2_HUMAN	TMX2	Thioredoxin-related transmembrane protein 2	9.60332e+06
Q9Y333	LSM2_HUMAN	LSM2	U6 snRNA-associated Sm-like protein LSm2	2.01286e+07
Q9Y343	SNX24_HUMAN	SNX24	Sorting nexin-24	1.8741e+06
Q9Y365	STA10_HUMAN	STARD10	START domain-containing protein 10	4.50402e+07
Q9Y371	SHLB1_HUMAN	SH3GLB1	Endophilin-B1	1.69114e+07
Q9Y376	CAB39_HUMAN	CAB39	Calcium-binding protein 39	4.07098e+07
Q9Y383	LC7L2_HUMAN	LUC7L2	Putative RNA-binding protein Luc7-like 2	4.36935e+07
Q9Y388	RBMX2_HUMAN	RBMX2	RNA-binding motif protein, X-linked 2	1.50845e+06
Q9Y394	DHRS7_HUMAN	DHRS7	Dehydrogenase/reductase SDR family member 7	3.87415e+07
Q9Y399	RT02_HUMAN	MRPS2	Small ribosomal subunit protein uS2m	1.55904e+07
Q9Y3A2	UTP11_HUMAN	UTP11	Probable U3 small nucleolar RNA-associated protein 11	2.11441e+06
Q9Y3A4	RRP7A_HUMAN	RRP7A	Ribosomal RNA-processing protein 7 homolog A	4.20476e+06
Q9Y3A5	SBDS_HUMAN	SBDS	Ribosome maturation protein SBDS	7.00121e+07
Q9Y3A6	TMED5_HUMAN	TMED5	Transmembrane emp24 domain-containing protein 5	3.19362e+07
Q9Y3B2	EXOS1_HUMAN	EXOSC1	Exosome complex component CSL4	4.52583e+06
Q9Y3B3	TMED7_HUMAN	TMED7	Transmembrane emp24 domain-containing protein 7	8.64191e+07
Q9Y3B4	SF3B6_HUMAN	SF3B6	Splicing factor 3B subunit 6	2.12255e+07
Q9Y3B7	RM11_HUMAN	MRPL11	Large ribosomal subunit protein uL11m	7.72476e+06
