Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\A20200127caix_yuanch_TCPA_CA_120min_DIA_09.mzML
Q9NXR7	BABA2_HUMAN	BABAM2	BRISC and BRCA1-A complex member 2	7.03787e+06
Q9NXS2	QPCTL_HUMAN	QPCTL	Glutaminyl-peptide cyclotransferase-like protein	1.19805e+06
Q9NXV2	KCTD5_HUMAN	KCTD5	BTB/POZ domain-containing protein KCTD5	1.79435e+06
Q9NXV6	CARF_HUMAN	CDKN2AIP	CDKN2A-interacting protein	4.17625e+06
Q9NXW2	DJB12_HUMAN	DNAJB12	DnaJ homolog subfamily B member 12	2.02518e+06
Q9NXW9	ALKB4_HUMAN	ALKBH4	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4	1.509e+06
Q9NXX6	NSE4A_HUMAN	NSMCE4A	Non-structural maintenance of chromosomes element 4 homolog A	1.48397e+06
Q9NY12	GAR1_HUMAN	GAR1	H/ACA ribonucleoprotein complex subunit 1	3.65242e+07
Q9NY15	STAB1_HUMAN	STAB1	Stabilin-1	5.25081e+06
Q9NY27	PP4R2_HUMAN	PPP4R2	Serine/threonine-protein phosphatase 4 regulatory subunit 2	1.36218e+07
Q9NY33	DPP3_HUMAN	DPP3	Dipeptidyl peptidase 3	3.96393e+07
Q9NY61	AATF_HUMAN	AATF	Protein AATF	8.64008e+06
Q9NY93	DDX56_HUMAN	DDX56	Probable ATP-dependent RNA helicase DDX56	6.65755e+06
Q9NYB0	TE2IP_HUMAN	TERF2IP	Telomeric repeat-binding factor 2-interacting protein 1	7.78957e+06
Q9NYB9	ABI2_HUMAN	ABI2	Abl interactor 2	9.24383e+06
Q9NYF8	BCLF1_HUMAN	BCLAF1	Bcl-2-associated transcription factor 1	3.93487e+07
Q9NYH9	UTP6_HUMAN	UTP6	U3 small nucleolar RNA-associated protein 6 homolog	7.32109e+06
Q9NYJ1	COA4_HUMAN	COA4	Cytochrome c oxidase assembly factor 4 homolog, mitochondrial	8.5486e+06
Q9NYJ8	TAB2_HUMAN	TAB2	TGF-beta-activated kinase 1 and MAP3K7-binding protein 2	663158
Q9NYK5	RM39_HUMAN	MRPL39	Large ribosomal subunit protein mL39	1.98363e+07
Q9NYL2	M3K20_HUMAN	MAP3K20	Mitogen-activated protein kinase kinase kinase 20	4.67883e+06
Q9NYL9	TMOD3_HUMAN	TMOD3	Tropomodulin-3	1.4227e+07
Q9NYR9	KBRS2_HUMAN	NKIRAS2	NF-kappa-B inhibitor-interacting Ras-like protein 2	2.74457e+06
Q9NYU2	UGGG1_HUMAN	UGGT1	UDP-glucose:glycoprotein glucosyltransferase 1	2.27626e+07
Q9NYV4	CDK12_HUMAN	CDK12	Cyclin-dependent kinase 12	4.80759e+06
Q9NYY8	FAKD2_HUMAN	FASTKD2	FAST kinase domain-containing protein 2, mitochondrial	2.42406e+06
Q9NZ01	TECR_HUMAN	TECR	Very-long-chain enoyl-CoA reductase	1.48764e+07
Q9NZ08	ERAP1_HUMAN	ERAP1	Endoplasmic reticulum aminopeptidase 1	7.6644e+06
Q9NZ32	ARP10_HUMAN	ACTR10	Actin-related protein 10	3.08238e+06
Q9NZ43	USE1_HUMAN	USE1	Vesicle transport protein USE1	4.49842e+06
Q9NZ45	CISD1_HUMAN	CISD1	CDGSH iron-sulfur domain-containing protein 1	3.11966e+07
Q9NZ53	PDXL2_HUMAN	PODXL2	Podocalyxin-like protein 2	162535
Q9NZ63	TLS1_HUMAN	C9orf78	Splicing factor C9orf78	4.38996e+06
Q9NZB2	F120A_HUMAN	FAM120A	Constitutive coactivator of PPAR-gamma-like protein 1	1.50189e+07
Q9NZC3	GDE1_HUMAN	GDE1	Glycerophosphodiester phosphodiesterase 1	2.41042e+06
Q9NZC9	SMAL1_HUMAN	SMARCAL1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1	1.39121e+06
Q9NZD8	SPG21_HUMAN	SPG21	Maspardin	5.3565e+06
Q9NZE8	RM35_HUMAN	MRPL35	Large ribosomal subunit protein bL35m	8.89047e+06
Q9NZH0	GPC5B_HUMAN	GPRC5B	G-protein coupled receptor family C group 5 member B	329935
Q9NZI7	UBIP1_HUMAN	UBP1	Upstream-binding protein 1	2.92316e+06
Q9NZJ4	SACS_HUMAN	SACS	Sacsin	7.56549e+06
Q9NZJ6	COQ3_HUMAN	COQ3	Ubiquinone biosynthesis O-methyltransferase, mitochondrial	9.77403e+06
Q9NZJ7	MTCH1_HUMAN	MTCH1	Mitochondrial carrier homolog 1	2.36994e+07
Q9NZJ9	NUDT4_HUMAN	NUDT4	Diphosphoinositol polyphosphate phosphohydrolase 2	1.12736e+07
Q9NZL4	HPBP1_HUMAN	HSPBP1	Hsp70-binding protein 1	2.48837e+07
Q9NZL9	MAT2B_HUMAN	MAT2B	Methionine adenosyltransferase 2 subunit beta	5.26146e+07
Q9NZM1	MYOF_HUMAN	MYOF	Myoferlin	7.36724e+06
Q9NZM3	ITSN2_HUMAN	ITSN2	Intersectin-2	1.71658e+06
Q9NZM5	NOP53_HUMAN	NOP53	Ribosome biogenesis protein NOP53	2.99899e+07
Q9NZN3	EHD3_HUMAN	EHD3	EH domain-containing protein 3	395924
Q9NZN4	EHD2_HUMAN	EHD2	EH domain-containing protein 2	8.44557e+06
Q9NZN5	ARHGC_HUMAN	ARHGEF12	Rho guanine nucleotide exchange factor 12	5.33594e+06
Q9NZN8	CNOT2_HUMAN	CNOT2	CCR4-NOT transcription complex subunit 2	8.71216e+06
Q9NZP8	C1RL_HUMAN	C1RL	Complement C1r subcomponent-like protein	1.05076e+06
Q9NZQ3	SPN90_HUMAN	NCKIPSD	NCK-interacting protein with SH3 domain	7.10323e+07
Q9NZT1	CALL5_HUMAN	CALML5	Calmodulin-like protein 5	3.04146e+06
Q9NZT2	OGFR_HUMAN	OGFR	Opioid growth factor receptor	8.01822e+06
Q9NZU5	LMCD1_HUMAN	LMCD1	LIM and cysteine-rich domains protein 1	2.9955e+06
Q9NZV5	SELN_HUMAN	SELENON	Selenoprotein N	1.40958e+06
Q9NZV8	KCND2_HUMAN	KCND2	Potassium voltage-gated channel subfamily D member 2	1.16971e+06
Q9NZW5	PALS2_HUMAN	PALS2	Protein PALS2	9.62973e+06
Q9NZZ3	CHMP5_HUMAN	CHMP5	Charged multivesicular body protein 5	4.82479e+06
Q9P000	COMD9_HUMAN	COMMD9	COMM domain-containing protein 9	7.79756e+06
Q9P013	CWC15_HUMAN	CWC15	Spliceosome-associated protein CWC15 homolog	6.83212e+06
Q9P015	RM15_HUMAN	MRPL15	Large ribosomal subunit protein uL15m	1.83461e+07
Q9P016	THYN1_HUMAN	THYN1	Thymocyte nuclear protein 1	4.0151e+07
Q9P031	TAP26_HUMAN	CCDC59	Thyroid transcription factor 1-associated protein 26	6.40719e+06
Q9P032	NDUF4_HUMAN	NDUFAF4	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4	6.50963e+06
Q9P035	HACD3_HUMAN	HACD3	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3	1.57108e+07
Q9P086	MED11_HUMAN	MED11	Mediator of RNA polymerase II transcription subunit 11	3.99767e+06
Q9P0I2	EMC3_HUMAN	EMC3	ER membrane protein complex subunit 3	1.87823e+06
Q9P0J0	NDUAD_HUMAN	NDUFA13	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	2.44747e+07
Q9P0J1	PDP1_HUMAN	PDP1	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial	1.62303e+07
Q9P0J7	KCMF1_HUMAN	KCMF1	E3 ubiquitin-protein ligase KCMF1	200824
Q9P0K7	RAI14_HUMAN	RAI14	Ankycorbin	6.12494e+06
Q9P0L0	VAPA_HUMAN	VAPA	Vesicle-associated membrane protein-associated protein A	3.61236e+07
Q9P0M6	H2AW_HUMAN	MACROH2A2	Core histone macro-H2A.2	1.66506e+07
Q9P0M9	RM27_HUMAN	MRPL27	Large ribosomal subunit protein bL27m	1.47275e+07
Q9P0P0	RN181_HUMAN	RNF181	E3 ubiquitin-protein ligase RNF181	3.04443e+06
Q9P0P8	MRES1_HUMAN	MTRES1	Mitochondrial transcription rescue factor 1	1.70663e+06
Q9P0S3	ORML1_HUMAN	ORMDL1	ORM1-like protein 1	3.32093e+06
Q9P0T4	ZN581_HUMAN	ZNF581	Zinc finger protein 581	574892
Q9P0T7	TMEM9_HUMAN	TMEM9	Proton-transporting V-type ATPase complex assembly regulator TMEM9	9.18807e+06
Q9P0U1	TOM7_HUMAN	TOMM7	Mitochondrial import receptor subunit TOM7 homolog	1.43317e+06
Q9P0U3	SENP1_HUMAN	SENP1	Sentrin-specific protease 1	909630
Q9P0U4	CXXC1_HUMAN	CXXC1	CXXC-type zinc finger protein 1	4.65099e+06
Q9P0V3	SH3B4_HUMAN	SH3BP4	SH3 domain-binding protein 4	5.89095e+06
Q9P0V9	SEP10_HUMAN	SEPTIN10	Septin-10	3.60126e+06
Q9P0W2	HM20B_HUMAN	HMG20B	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related	2.33788e+06
Q9P107	GMIP_HUMAN	GMIP	GEM-interacting protein	2.25209e+06
Q9P1F3	ABRAL_HUMAN	ABRACL	Costars family protein ABRACL	1.89173e+06
Q9P1T7	MDFIC_HUMAN	MDFIC	MyoD family inhibitor domain-containing protein	2.90159e+06
Q9P1U1	ARP3B_HUMAN	ACTR3B	Actin-related protein 3B	5.00912e+06
Q9P1Y5	CAMP3_HUMAN	CAMSAP3	Calmodulin-regulated spectrin-associated protein 3	1.50876e+06
Q9P1Y6	PHRF1_HUMAN	PHRF1	PHD and RING finger domain-containing protein 1	677827
Q9P206	K1522_HUMAN	KIAA1522	Uncharacterized protein KIAA1522	4.43482e+06
Q9P215	POGK_HUMAN	POGK	Pogo transposable element with KRAB domain	685822
Q9P219	DAPLE_HUMAN	CCDC88C	Protein Daple	788119
Q9P253	VPS18_HUMAN	VPS18	Vacuolar protein sorting-associated protein 18 homolog	6.27562e+06
Q9P258	RCC2_HUMAN	RCC2	Protein RCC2	1.58091e+08
Q9P260	RELCH_HUMAN	RELCH	RAB11-binding protein RELCH	4.03758e+06
Q9P265	DIP2B_HUMAN	DIP2B	Disco-interacting protein 2 homolog B	6.53984e+06
Q9P266	JCAD_HUMAN	JCAD	Junctional cadherin 5-associated protein	1.92426e+07
Q9P270	SLAI2_HUMAN	SLAIN2	SLAIN motif-containing protein 2	3.45982e+06
Q9P275	UBP36_HUMAN	USP36	Ubiquitin carboxyl-terminal hydrolase 36	2.2685e+08
Q9P281	BAHC1_HUMAN	BAHCC1	BAH and coiled-coil domain-containing protein 1	5.20142e+07
Q9P287	BCCIP_HUMAN	BCCIP	BRCA2 and CDKN1A-interacting protein	1.70311e+07
Q9P289	STK26_HUMAN	STK26	Serine/threonine-protein kinase 26	1.38547e+07
Q9P291	ARMX1_HUMAN	ARMCX1	Armadillo repeat-containing X-linked protein 1	1.88705e+06
Q9P2B2	FPRP_HUMAN	PTGFRN	Prostaglandin F2 receptor negative regulator	1.63516e+07
Q9P2B4	CT2NL_HUMAN	CTTNBP2NL	CTTNBP2 N-terminal-like protein	3.83434e+06
Q9P2D1	CHD7_HUMAN	CHD7	Chromodomain-helicase-DNA-binding protein 7	5.06923e+06
Q9P2D3	HTR5B_HUMAN	HEATR5B	HEAT repeat-containing protein 5B	2.45629e+06
Q9P2E5	CHPF2_HUMAN	CHPF2	Chondroitin sulfate glucuronyltransferase	3.98534e+06
Q9P2E9	RRBP1_HUMAN	RRBP1	Ribosome-binding protein 1	1.84065e+07
Q9P2G3	KLH14_HUMAN	KLHL14	Kelch-like protein 14	3.05002e+06
Q9P2I0	CPSF2_HUMAN	CPSF2	Cleavage and polyadenylation specificity factor subunit 2	2.45525e+07
Q9P2J5	SYLC_HUMAN	LARS1	Leucine--tRNA ligase, cytoplasmic	2.90401e+07
Q9P2K3	RCOR3_HUMAN	RCOR3	REST corepressor 3	4.35646e+06
Q9P2K5	MYEF2_HUMAN	MYEF2	Myelin expression factor 2	1.45555e+07
Q9P2K6	KLH42_HUMAN	KLHL42	Kelch-like protein 42	1.36672e+07
Q9P2K8	E2AK4_HUMAN	EIF2AK4	eIF-2-alpha kinase GCN2	2.3895e+06
Q9P2M7	CING_HUMAN	CGN	Cingulin	8.56709e+06
Q9P2N5	RBM27_HUMAN	RBM27	RNA-binding protein 27	8.77505e+06
Q9P2R3	ANFY1_HUMAN	ANKFY1	Rabankyrin-5	5.69367e+06
Q9P2R6	RERE_HUMAN	RERE	Arginine-glutamic acid dipeptide repeats protein	3.71694e+06
Q9P2R7	SUCB1_HUMAN	SUCLA2	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	1.48848e+07
Q9P2S5	WRP73_HUMAN	WRAP73	WD repeat-containing protein WRAP73	1.0882e+06
Q9P2T1	GMPR2_HUMAN	GMPR2	GMP reductase 2	1.04348e+07
Q9P2W1	HOP2_HUMAN	PSMC3IP	Homologous-pairing protein 2 homolog	7.7681e+06
Q9P2W9	STX18_HUMAN	STX18	Syntaxin-18	1.60157e+06
Q9P2X0	DPM3_HUMAN	DPM3	Dolichol-phosphate mannosyltransferase subunit 3	3.32756e+07
Q9P2X3	IMPCT_HUMAN	IMPACT	Protein IMPACT	3.66057e+06
Q9P2Y4	ZN219_HUMAN	ZNF219	Zinc finger protein 219	1.55181e+06
Q9P2Y5	UVRAG_HUMAN	UVRAG	UV radiation resistance-associated gene protein	491027
Q9UBB4	ATX10_HUMAN	ATXN10	Ataxin-10	6.58096e+06
Q9UBB5	MBD2_HUMAN	MBD2	Methyl-CpG-binding domain protein 2	2.97175e+06
Q9UBB6	NCDN_HUMAN	NCDN	Neurochondrin	3.70648e+06
Q9UBB9	TFP11_HUMAN	TFIP11	Tuftelin-interacting protein 11	1.22152e+07
Q9UBC2	EP15R_HUMAN	EPS15L1	Epidermal growth factor receptor substrate 15-like 1	1.79654e+07
Q9UBD5	ORC3_HUMAN	ORC3	Origin recognition complex subunit 3	3.04863e+06
Q9UBE0	SAE1_HUMAN	SAE1	SUMO-activating enzyme subunit 1	1.80565e+07
Q9UBF2	COPG2_HUMAN	COPG2	Coatomer subunit gamma-2	1.47025e+07
Q9UBF6	RBX2_HUMAN	RNF7	RING-box protein 2	910985
Q9UBF8	PI4KB_HUMAN	PI4KB	Phosphatidylinositol 4-kinase beta	723875
Q9UBG0	MRC2_HUMAN	MRC2	C-type mannose receptor 2	1.22388e+07
Q9UBI1	COMD3_HUMAN	COMMD3	COMM domain-containing protein 3	4.67759e+06
Q9UBI6	GBG12_HUMAN	GNG12	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	2.4994e+07
Q9UBI9	HDC_HUMAN	HECA	Headcase protein homolog	1.91923e+06
Q9UBK7	RBL2A_HUMAN	RABL2A	Rab-like protein 2A	1.66432e+06
Q9UBK8	MTRR_HUMAN	MTRR	Methionine synthase reductase	1.4272e+06
Q9UBK9	UXT_HUMAN	UXT	Protein UXT	1.48961e+06
Q9UBL0	ARP21_HUMAN	ARPP21	cAMP-regulated phosphoprotein 21	2.8902e+06
Q9UBL3	ASH2L_HUMAN	ASH2L	Set1/Ash2 histone methyltransferase complex subunit ASH2	9.27115e+06
Q9UBM7	DHCR7_HUMAN	DHCR7	7-dehydrocholesterol reductase	8.69407e+06
Q9UBN7	HDAC6_HUMAN	HDAC6	Histone deacetylase 6	3.21829e+06
Q9UBP0	SPAST_HUMAN	SPAST	Spastin	2.89304e+06
Q9UBP6	TRMB_HUMAN	METTL1	tRNA (guanine-N(7)-)-methyltransferase	7.92159e+06
Q9UBQ0	VPS29_HUMAN	VPS29	Vacuolar protein sorting-associated protein 29	4.60056e+07
Q9UBQ5	EIF3K_HUMAN	EIF3K	Eukaryotic translation initiation factor 3 subunit K	2.48475e+07
Q9UBQ6	EXTL2_HUMAN	EXTL2	Exostosin-like 2	1.95257e+06
Q9UBQ7	GRHPR_HUMAN	GRHPR	Glyoxylate reductase/hydroxypyruvate reductase	4.05185e+07
Q9UBR2	CATZ_HUMAN	CTSZ	Cathepsin Z	6.35855e+07
Q9UBS0	KS6B2_HUMAN	RPS6KB2	Ribosomal protein S6 kinase beta-2	2.07735e+06
Q9UBS4	DJB11_HUMAN	DNAJB11	DnaJ homolog subfamily B member 11	1.12306e+07
Q9UBT2	SAE2_HUMAN	UBA2	SUMO-activating enzyme subunit 2	4.15104e+07
Q9UBU7	DBF4A_HUMAN	DBF4	Protein DBF4 homolog A	3.64084e+07
Q9UBU8	MO4L1_HUMAN	MORF4L1	Mortality factor 4-like protein 1	2.26374e+06
Q9UBU9	NXF1_HUMAN	NXF1	Nuclear RNA export factor 1	4.33318e+07
Q9UBV2	SE1L1_HUMAN	SEL1L	Protein sel-1 homolog 1	5.50098e+06
Q9UBV7	B4GT7_HUMAN	B4GALT7	Beta-1,4-galactosyltransferase 7	730052
Q9UBV8	PEF1_HUMAN	PEF1	Peflin	1.74518e+07
Q9UBW7	ZMYM2_HUMAN	ZMYM2	Zinc finger MYM-type protein 2	5.2123e+06
Q9UBW8	CSN7A_HUMAN	COPS7A	COP9 signalosome complex subunit 7a	5.95113e+06
Q9UBX3	DIC_HUMAN	SLC25A10	Mitochondrial dicarboxylate carrier	1.58857e+07
Q9UBX5	FBLN5_HUMAN	FBLN5	Fibulin-5	602690
Q9UD71	PPR1B_HUMAN	PPP1R1B	Protein phosphatase 1 regulatory subunit 1B	2.20554e+07
Q9UDW1	QCR9_HUMAN	UQCR10	Cytochrome b-c1 complex subunit 9	3.44281e+06
Q9UDX5	MTFP1_HUMAN	MTFP1	Mitochondrial fission process protein 1	950904
Q9UDY2	ZO2_HUMAN	TJP2	Tight junction protein ZO-2	3.27179e+07
Q9UDY8	MALT1_HUMAN	MALT1	Mucosa-associated lymphoid tissue lymphoma translocation protein 1	1.83033e+06
Q9UEE9	CFDP1_HUMAN	CFDP1	Craniofacial development protein 1	7.97873e+06
Q9UER7	DAXX_HUMAN	DAXX	Death domain-associated protein 6	4.10088e+06
Q9UEU0	VTI1B_HUMAN	VTI1B	Vesicle transport through interaction with t-SNAREs homolog 1B	1.1147e+06
Q9UEW8	STK39_HUMAN	STK39	STE20/SPS1-related proline-alanine-rich protein kinase	6.1987e+06
Q9UEY8	ADDG_HUMAN	ADD3	Gamma-adducin	2.14409e+07
Q9UFC0	LRWD1_HUMAN	LRWD1	Leucine-rich repeat and WD repeat-containing protein 1	1.13095e+07
Q9UFN0	NPS3A_HUMAN	NIPSNAP3A	Protein NipSnap homolog 3A	1.37163e+07
Q9UFW8	CGBP1_HUMAN	CGGBP1	CGG triplet repeat-binding protein 1	3.3544e+06
Q9UG01	IF172_HUMAN	IFT172	Intraflagellar transport protein 172 homolog	1.59426e+06
Q9UG56	PISD_HUMAN	PISD	Phosphatidylserine decarboxylase proenzyme, mitochondrial	1.83295e+06
Q9UG63	ABCF2_HUMAN	ABCF2	ATP-binding cassette sub-family F member 2	2.38046e+07
Q9UGC7	RF1ML_HUMAN	MTRF1L	Peptide chain release factor 1-like, mitochondrial	374491
Q9UGI8	TES_HUMAN	TES	Testin	2.96599e+07
Q9UGJ1	GCP4_HUMAN	TUBGCP4	Gamma-tubulin complex component 4	1.35901e+06
Q9UGK3	STAP2_HUMAN	STAP2	Signal-transducing adaptor protein 2	1.99455e+06
Q9UGM6	SYWM_HUMAN	WARS2	Tryptophan--tRNA ligase, mitochondrial	1.22847e+07
Q9UGN5	PARP2_HUMAN	PARP2	Poly [ADP-ribose] polymerase 2	1.07796e+06
Q9UGP4	LIMD1_HUMAN	LIMD1	LIM domain-containing protein 1	2.97122e+06
Q9UGP5	DPOLL_HUMAN	POLL	DNA polymerase lambda	1.01569e+06
Q9UGP8	SEC63_HUMAN	SEC63	Translocation protein SEC63 homolog	8.93869e+06
Q9UGR2	Z3H7B_HUMAN	ZC3H7B	Zinc finger CCCH domain-containing protein 7B	6.81863e+06
Q9UGU0	TCF20_HUMAN	TCF20	Transcription factor 20	6.13219e+06
Q9UGV2	NDRG3_HUMAN	NDRG3	Protein NDRG3	6.26116e+06
Q9UH62	ARMX3_HUMAN	ARMCX3	Armadillo repeat-containing X-linked protein 3	5.2085e+06
Q9UH65	SWP70_HUMAN	SWAP70	Switch-associated protein 70	3.31073e+06
Q9UH73	COE1_HUMAN	EBF1	Transcription factor COE1	4.09667e+06
Q9UH99	SUN2_HUMAN	SUN2	SUN domain-containing protein 2	3.17447e+06
Q9UHA3	RLP24_HUMAN	RSL24D1	Probable ribosome biogenesis protein RLP24	5.26227e+06
Q9UHA4	LTOR3_HUMAN	LAMTOR3	Ragulator complex protein LAMTOR3	1.51967e+07
Q9UHB6	LIMA1_HUMAN	LIMA1	LIM domain and actin-binding protein 1	3.96812e+07
Q9UHB7	AFF4_HUMAN	AFF4	AF4/FMR2 family member 4	563006
Q9UHB9	SRP68_HUMAN	SRP68	Signal recognition particle subunit SRP68	1.80937e+07
Q9UHD1	CHRD1_HUMAN	CHORDC1	Cysteine and histidine-rich domain-containing protein 1	1.00491e+07
Q9UHD2	TBK1_HUMAN	TBK1	Serine/threonine-protein kinase TBK1	1.30437e+07
Q9UHD8	SEPT9_HUMAN	SEPTIN9	Septin-9	4.96465e+07
Q9UHD9	UBQL2_HUMAN	UBQLN2	Ubiquilin-2	8.75062e+06
Q9UHF7	TRPS1_HUMAN	TRPS1	Zinc finger transcription factor Trps1	1.90592e+06
Q9UHG3	PCYOX_HUMAN	PCYOX1	Prenylcysteine oxidase 1	1.37332e+07
Q9UHI6	DDX20_HUMAN	DDX20	Probable ATP-dependent RNA helicase DDX20	1.37666e+07
Q9UHJ6	SHPK_HUMAN	SHPK	Sedoheptulokinase	4.42344e+06
Q9UHL4	DPP2_HUMAN	DPP7	Dipeptidyl peptidase 2	2.75767e+06
Q9UHL9	GT2D1_HUMAN	GTF2IRD1	General transcription factor II-I repeat domain-containing protein 1	545002
Q9UHN1	DPOG2_HUMAN	POLG2	DNA polymerase subunit gamma-2, mitochondrial	3.47269e+06
Q9UHN6	CEIP2_HUMAN	CEMIP2	Inactive cell surface hyaluronidase CEMIP2	2.07268e+06
Q9UHP3	UBP25_HUMAN	USP25	Ubiquitin carboxyl-terminal hydrolase 25	4.07465e+06
Q9UHQ1	NARF_HUMAN	NARF	Nuclear prelamin A recognition factor	5.62885e+06
Q9UHQ9	NB5R1_HUMAN	CYB5R1	NADH-cytochrome b5 reductase 1	2.78895e+07
Q9UHR4	BI2L1_HUMAN	BAIAP2L1	Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1	2.12649e+06
Q9UHR5	S30BP_HUMAN	SAP30BP	SAP30-binding protein	1.29392e+07
Q9UHR6	ZNHI2_HUMAN	ZNHIT2	Zinc finger HIT domain-containing protein 2	6.11934e+06
Q9UHV9	PFD2_HUMAN	PFDN2	Prefoldin subunit 2	7.45069e+07
Q9UHW9	S12A6_HUMAN	SLC12A6	Solute carrier family 12 member 6	2.26316e+07
Q9UHX1	PUF60_HUMAN	PUF60	Poly(U)-binding-splicing factor PUF60	6.52506e+07
Q9UHY1	NRBP_HUMAN	NRBP1	Nuclear receptor-binding protein	1.29898e+07
Q9UHY7	ENOPH_HUMAN	ENOPH1	Enolase-phosphatase E1	1.23481e+07
Q9UI09	NDUAC_HUMAN	NDUFA12	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12	6.83472e+06
Q9UI10	EI2BD_HUMAN	EIF2B4	Translation initiation factor eIF-2B subunit delta	1.47232e+07
Q9UI12	VATH_HUMAN	ATP6V1H	V-type proton ATPase subunit H	1.25374e+07
Q9UI26	IPO11_HUMAN	IPO11	Importin-11	1.85842e+06
Q9UI30	TR112_HUMAN	TRMT112	Multifunctional methyltransferase subunit TRM112-like protein	1.8443e+07
Q9UI32	GLSL_HUMAN	GLS2	Glutaminase liver isoform, mitochondrial	2.79537e+06
Q9UI36	DACH1_HUMAN	DACH1	Dachshund homolog 1	4.1299e+06
Q9UIA9	XPO7_HUMAN	XPO7	Exportin-7	2.09566e+07
Q9UIC8	LCMT1_HUMAN	LCMT1	Leucine carboxyl methyltransferase 1	4.59043e+07
Q9UID3	VPS51_HUMAN	VPS51	Vacuolar protein sorting-associated protein 51 homolog	2.76628e+06
Q9UIF9	BAZ2A_HUMAN	BAZ2A	Bromodomain adjacent to zinc finger domain protein 2A	5.30395e+06
Q9UIG0	BAZ1B_HUMAN	BAZ1B	Tyrosine-protein kinase BAZ1B	9.26498e+06
Q9UII2	ATIF1_HUMAN	ATP5IF1	ATPase inhibitor, mitochondrial	9.1923e+07
Q9UII4	HERC5_HUMAN	HERC5	E3 ISG15--protein ligase HERC5	1.48866e+06
Q9UIJ7	KAD3_HUMAN	AK3	GTP:AMP phosphotransferase AK3, mitochondrial	4.86823e+07
Q9UIL1	SCOC_HUMAN	SCOC	Short coiled-coil protein	3.64552e+06
Q9UIQ6	LCAP_HUMAN	LNPEP	Leucyl-cystinyl aminopeptidase	2.4638e+06
Q9UIS9	MBD1_HUMAN	MBD1	Methyl-CpG-binding domain protein 1	2.89549e+06
Q9UIU6	SIX4_HUMAN	SIX4	Homeobox protein SIX4	2.31556e+06
Q9UIV1	CNOT7_HUMAN	CNOT7	CCR4-NOT transcription complex subunit 7	3.77312e+06
Q9UIW2	PLXA1_HUMAN	PLXNA1	Plexin-A1	2.77685e+06
Q9UJ14	GGT7_HUMAN	GGT7	Glutathione hydrolase 7	4.02664e+06
Q9UJ41	RABX5_HUMAN	RABGEF1	Rab5 GDP/GTP exchange factor	1.1607e+06
Q9UJ68	MSRA_HUMAN	MSRA	Mitochondrial peptide methionine sulfoxide reductase	1.18738e+06
Q9UJ70	NAGK_HUMAN	NAGK	N-acetyl-D-glucosamine kinase	2.22312e+07
Q9UJA5	TRM6_HUMAN	TRMT6	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6	1.86714e+07
Q9UJC3	HOOK1_HUMAN	HOOK1	Protein Hook homolog 1	4.12612e+06
Q9UJC5	SH3L2_HUMAN	SH3BGRL2	SH3 domain-binding glutamic acid-rich-like protein 2	3.15122e+06
Q9UJJ9	GNPTG_HUMAN	GNPTG	N-acetylglucosamine-1-phosphotransferase subunit gamma	3.0916e+06
Q9UJS0	S2513_HUMAN	SLC25A13	Electrogenic aspartate/glutamate antiporter SLC25A13, mitochondrial	5.26741e+07
Q9UJU2	LEF1_HUMAN	LEF1	Lymphoid enhancer-binding factor 1	1.03346e+06
Q9UJU6	DBNL_HUMAN	DBNL	Drebrin-like protein	4.72706e+07
Q9UJV9	DDX41_HUMAN	DDX41	Probable ATP-dependent RNA helicase DDX41	3.92526e+07
Q9UJW0	DCTN4_HUMAN	DCTN4	Dynactin subunit 4	5.46802e+06
Q9UJX2	CDC23_HUMAN	CDC23	Cell division cycle protein 23 homolog	6.71348e+06
Q9UJX3	APC7_HUMAN	ANAPC7	Anaphase-promoting complex subunit 7	3.88256e+06
Q9UJX4	APC5_HUMAN	ANAPC5	Anaphase-promoting complex subunit 5	2.95453e+06
Q9UJX5	APC4_HUMAN	ANAPC4	Anaphase-promoting complex subunit 4	1.63958e+06
Q9UJX6	ANC2_HUMAN	ANAPC2	Anaphase-promoting complex subunit 2	1.61629e+06
Q9UJY4	GGA2_HUMAN	GGA2	ADP-ribosylation factor-binding protein GGA2	2.56187e+06
Q9UJZ1	STML2_HUMAN	STOML2	Stomatin-like protein 2, mitochondrial	9.55859e+07
Q9UK41	VPS28_HUMAN	VPS28	Vacuolar protein sorting-associated protein 28 homolog	7.34026e+07
