Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\DIArt_model\human\A20200127caix_yuanch_TCPA_CA_120min_DIA_10.mzML
Q9BWD1	THIC_HUMAN	ACAT2	Acetyl-CoA acetyltransferase, cytosolic	2.28893e+07
Q9BWE0	REPI1_HUMAN	REPIN1	Replication initiator 1	497715
Q9BWF3	RBM4_HUMAN	RBM4	RNA-binding protein 4	1.7286e+07
Q9BWH2	FUND2_HUMAN	FUNDC2	FUN14 domain-containing protein 2	1.81846e+06
Q9BWH6	RPAP1_HUMAN	RPAP1	RNA polymerase II-associated protein 1	2.58883e+06
Q9BWJ5	SF3B5_HUMAN	SF3B5	Splicing factor 3B subunit 5	8.0554e+06
Q9BWM7	SFXN3_HUMAN	SFXN3	Sideroflexin-3	2.15809e+07
Q9BWN1	PRR14_HUMAN	PRR14	Proline-rich protein 14	2.03206e+06
Q9BWS9	CHID1_HUMAN	CHID1	Chitinase domain-containing protein 1	7.46224e+06
Q9BWU0	NADAP_HUMAN	SLC4A1AP	Kanadaptin	2.54549e+06
Q9BX40	LS14B_HUMAN	LSM14B	Protein LSM14 homolog B	1.67371e+06
Q9BX59	TPSNR_HUMAN	TAPBPL	Tapasin-related protein	5.59319e+06
Q9BX66	SRBS1_HUMAN	SORBS1	Sorbin and SH3 domain-containing protein 1	1.40602e+07
Q9BX68	HINT2_HUMAN	HINT2	Adenosine 5'-monophosphoramidase HINT2	4.70998e+07
Q9BX69	CARD6_HUMAN	CARD6	Caspase recruitment domain-containing protein 6	926054
Q9BX97	PLVAP_HUMAN	PLVAP	Plasmalemma vesicle-associated protein	3.21339e+06
Q9BXB4	OSB11_HUMAN	OSBPL11	Oxysterol-binding protein-related protein 11	2.11654e+06
Q9BXD5	NPL_HUMAN	NPL	N-acetylneuraminate lyase	1.98144e+06
Q9BXF6	RFIP5_HUMAN	RAB11FIP5	Rab11 family-interacting protein 5	788371
Q9BXI6	TB10A_HUMAN	TBC1D10A	TBC1 domain family member 10A	2.58558e+06
Q9BXI9	C1QT6_HUMAN	C1QTNF6	Complement C1q tumor necrosis factor-related protein 6	209247
Q9BXJ4	C1QT3_HUMAN	C1QTNF3	Complement C1q tumor necrosis factor-related protein 3	1.27361e+06
Q9BXJ9	NAA15_HUMAN	NAA15	N-alpha-acetyltransferase 15, NatA auxiliary subunit	1.07249e+07
Q9BXK5	B2L13_HUMAN	BCL2L13	Bcl-2-like protein 13	3.14147e+06
Q9BXN1	ASPN_HUMAN	ASPN	Asporin	6.30259e+06
Q9BXP2	S12A9_HUMAN	SLC12A9	Solute carrier family 12 member 9	1.5134e+06
Q9BXP5	SRRT_HUMAN	SRRT	Serrate RNA effector molecule homolog	4.16837e+07
Q9BXR0	TGT_HUMAN	QTRT1	Queuine tRNA-ribosyltransferase catalytic subunit 1	6.1415e+06
Q9BXS5	AP1M1_HUMAN	AP1M1	AP-1 complex subunit mu-1	1.20396e+07
Q9BXS6	NUSAP_HUMAN	NUSAP1	Nucleolar and spindle-associated protein 1	2.04997e+06
Q9BXV9	GON7_HUMAN	GON7	EKC/KEOPS complex subunit GON7	7.2926e+06
Q9BXW7	HDHD5_HUMAN	HDHD5	Haloacid dehalogenase-like hydrolase domain-containing 5	6.66377e+06
Q9BXY0	MAK16_HUMAN	MAK16	Protein MAK16 homolog	3.06543e+06
Q9BY32	ITPA_HUMAN	ITPA	Inosine triphosphate pyrophosphatase	1.65197e+07
Q9BY42	RTF2_HUMAN	RTF2	Replication termination factor 2	4.85841e+06
Q9BY43	CHM4A_HUMAN	CHMP4A	Charged multivesicular body protein 4a	7.98926e+06
Q9BY44	EIF2A_HUMAN	EIF2A	Eukaryotic translation initiation factor 2A	5.79161e+06
Q9BY77	PDIP3_HUMAN	POLDIP3	Polymerase delta-interacting protein 3	1.00415e+07
Q9BYB4	GNB1L_HUMAN	GNB1L	Guanine nucleotide-binding protein subunit beta-like protein 1	4.81875e+06
Q9BYC5	FUT8_HUMAN	FUT8	Alpha-(1,6)-fucosyltransferase	2.05764e+06
Q9BYD1	RM13_HUMAN	MRPL13	Large ribosomal subunit protein uL13m	7.84932e+06
Q9BYD2	RM09_HUMAN	MRPL9	Large ribosomal subunit protein bL9m	1.75076e+06
Q9BYD3	RM04_HUMAN	MRPL4	Large ribosomal subunit protein uL4m	1.38822e+07
Q9BYD6	RM01_HUMAN	MRPL1	Large ribosomal subunit protein uL1m	5.94222e+06
Q9BYG3	MK67I_HUMAN	NIFK	MKI67 FHA domain-interacting nucleolar phosphoprotein	7.39836e+06
Q9BYG4	PAR6G_HUMAN	PARD6G	Partitioning defective 6 homolog gamma	5.73969e+06
Q9BYJ9	YTHD1_HUMAN	YTHDF1	YTH domain-containing family protein 1	1.37041e+06
Q9BYM8	HOIL1_HUMAN	RBCK1	RanBP-type and C3HC4-type zinc finger-containing protein 1	2.37141e+06
Q9BYN0	SRXN1_HUMAN	SRXN1	Sulfiredoxin-1	1.2221e+06
Q9BYN8	RT26_HUMAN	MRPS26	Small ribosomal subunit protein mS26	6.31156e+06
Q9BYT8	NEUL_HUMAN	NLN	Neurolysin, mitochondrial	1.58808e+07
Q9BZ23	PANK2_HUMAN	PANK2	Pantothenate kinase 2, mitochondrial	1.67404e+06
Q9BZ29	DOCK9_HUMAN	DOCK9	Dedicator of cytokinesis protein 9	9.52263e+06
Q9BZ67	FRMD8_HUMAN	FRMD8	FERM domain-containing protein 8	4.44109e+06
Q9BZ71	PITM3_HUMAN	PITPNM3	Membrane-associated phosphatidylinositol transfer protein 3	1.61846e+06
Q9BZ95	NSD3_HUMAN	NSD3	Histone-lysine N-methyltransferase NSD3	1.16971e+06
Q9BZE1	RM37_HUMAN	MRPL37	Large ribosomal subunit protein mL37	3.24327e+06
Q9BZE4	GTPB4_HUMAN	GTPBP4	GTP-binding protein 4	8.53316e+06
Q9BZE9	ASPC1_HUMAN	ASPSCR1	Tether containing UBX domain for GLUT4	1.4945e+07
Q9BZF1	OSBL8_HUMAN	OSBPL8	Oxysterol-binding protein-related protein 8	7.9792e+06
Q9BZF9	UACA_HUMAN	UACA	Uveal autoantigen with coiled-coil domains and ankyrin repeats	7.70771e+06
Q9BZG1	RAB34_HUMAN	RAB34	Ras-related protein Rab-34	2.90602e+06
Q9BZG8	DPH1_HUMAN	DPH1	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1	717317
Q9BZH6	WDR11_HUMAN	WDR11	WD repeat-containing protein 11	3.39486e+06
Q9BZJ0	CRNL1_HUMAN	CRNKL1	Crooked neck-like protein 1	9.30859e+06
Q9BZK7	TBL1R_HUMAN	TBL1XR1	F-box-like/WD repeat-containing protein TBL1XR1	1.06784e+07
Q9BZL1	UBL5_HUMAN	UBL5	Ubiquitin-like protein 5	9.42946e+06
Q9BZL4	PP12C_HUMAN	PPP1R12C	Protein phosphatase 1 regulatory subunit 12C	4.68897e+06
Q9BZL6	KPCD2_HUMAN	PRKD2	Serine/threonine-protein kinase D2	5.03713e+06
Q9BZQ6	EDEM3_HUMAN	EDEM3	ER degradation-enhancing alpha-mannosidase-like protein 3	3.50753e+06
Q9BZQ8	NIBA1_HUMAN	NIBAN1	Protein Niban 1	1.19367e+07
Q9BZV1	UBXN6_HUMAN	UBXN6	UBX domain-containing protein 6	5.92122e+06
Q9BZX2	UCK2_HUMAN	UCK2	Uridine-cytidine kinase 2	1.94864e+06
Q9BZZ5	API5_HUMAN	API5	Apoptosis inhibitor 5	2.73659e+07
Q9C002	NMES1_HUMAN	NMES1	Normal mucosa of esophagus-specific gene 1 protein	8.58681e+06
Q9C005	DPY30_HUMAN	DPY30	Protein dpy-30 homolog	1.18796e+07
Q9C037	TRIM4_HUMAN	TRIM4	E3 ubiquitin-protein ligase TRIM4	903813
Q9C040	TRIM2_HUMAN	TRIM2	Tripartite motif-containing protein 2	2.13377e+06
Q9C0B1	FTO_HUMAN	FTO	Alpha-ketoglutarate-dependent dioxygenase FTO	2.34087e+07
Q9C0B5	ZDHC5_HUMAN	ZDHHC5	Palmitoyltransferase ZDHHC5	5.07767e+06
Q9C0C2	TB182_HUMAN	TNKS1BP1	182 kDa tankyrase-1-binding protein	2.48742e+07
Q9C0C9	UBE2O_HUMAN	UBE2O	(E3-independent) E2 ubiquitin-conjugating enzyme	9.86058e+06
Q9C0D5	TANC1_HUMAN	TANC1	Protein TANC1	705802
Q9C0E2	XPO4_HUMAN	XPO4	Exportin-4	4.93597e+06
Q9C0E8	LNP_HUMAN	LNPK	Endoplasmic reticulum junction formation protein lunapark	3.49645e+07
Q9C0J8	WDR33_HUMAN	WDR33	pre-mRNA 3' end processing protein WDR33	3.2767e+06
Q9GZL7	WDR12_HUMAN	WDR12	Ribosome biogenesis protein WDR12	4.07242e+06
Q9GZM7	TINAL_HUMAN	TINAGL1	Tubulointerstitial nephritis antigen-like	3.13581e+07
Q9GZN8	ADSSP_HUMAN	ADISSP	Adipose-secreted signaling protein	2.94295e+06
Q9GZP4	PITH1_HUMAN	PITHD1	PITH domain-containing protein 1	1.16275e+07
Q9GZP8	IMUP_HUMAN	IMUP	Immortalization up-regulated protein	885752
Q9GZQ3	COMD5_HUMAN	COMMD5	COMM domain-containing protein 5	1.4507e+06
Q9GZR7	DDX24_HUMAN	DDX24	ATP-dependent RNA helicase DDX24	6.7861e+06
Q9GZS1	RPA49_HUMAN	POLR1E	DNA-directed RNA polymerase I subunit RPA49	812493
Q9GZS3	SKI8_HUMAN	SKIC8	Superkiller complex protein 8	1.35523e+07
Q9GZT3	SLIRP_HUMAN	SLIRP	SRA stem-loop-interacting RNA-binding protein, mitochondrial	3.83207e+07
Q9GZT8	NIF3L_HUMAN	NIF3L1	NIF3-like protein 1	1.02747e+07
Q9GZT9	EGLN1_HUMAN	EGLN1	Egl nine homolog 1	1.56046e+06
Q9GZU8	PIP30_HUMAN	PSME3IP1	PSME3-interacting protein	5.57259e+06
Q9GZY8	MFF_HUMAN	MFF	Mitochondrial fission factor	2.25713e+06
Q9GZZ1	NAA50_HUMAN	NAA50	N-alpha-acetyltransferase 50	1.10933e+07
Q9GZZ9	UBA5_HUMAN	UBA5	Ubiquitin-like modifier-activating enzyme 5	7.73145e+06
Q9H000	MKRN2_HUMAN	MKRN2	E3 ubiquitin-protein ligase makorin-2	2.89739e+06
Q9H008	LHPP_HUMAN	LHPP	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase	1.53367e+07
Q9H019	MFR1L_HUMAN	MTFR1L	Mitochondrial fission regulator 1-like	1.13533e+06
Q9H061	T126A_HUMAN	TMEM126A	Transmembrane protein 126A	2.24059e+06
Q9H074	PAIP1_HUMAN	PAIP1	Polyadenylate-binding protein-interacting protein 1	6.65408e+06
Q9H078	CLPB_HUMAN	CLPB	Mitochondrial disaggregase	3.51679e+06
Q9H082	RB33B_HUMAN	RAB33B	Ras-related protein Rab-33B	5.35102e+06
Q9H089	LSG1_HUMAN	LSG1	Large subunit GTPase 1 homolog	2.33661e+07
Q9H098	F107B_HUMAN	FAM107B	Protein FAM107B	1.14823e+06
Q9H0A0	NAT10_HUMAN	NAT10	RNA cytidine acetyltransferase	1.38279e+07
Q9H0A8	COMD4_HUMAN	COMMD4	COMM domain-containing protein 4	4.16539e+06
Q9H0C8	ILKAP_HUMAN	ILKAP	Integrin-linked kinase-associated serine/threonine phosphatase 2C	7.47256e+06
Q9H0D6	XRN2_HUMAN	XRN2	5'-3' exoribonuclease 2	1.54516e+07
Q9H0E2	TOLIP_HUMAN	TOLLIP	Toll-interacting protein	1.86318e+07
Q9H0E3	SP130_HUMAN	SAP130	Histone deacetylase complex subunit SAP130	6.45075e+06
Q9H0F6	SHRPN_HUMAN	SHARPIN	Sharpin	3.10305e+06
Q9H0J9	PAR12_HUMAN	PARP12	Protein mono-ADP-ribosyltransferase PARP12	5.98301e+06
Q9H0L4	CSTFT_HUMAN	CSTF2T	Cleavage stimulation factor subunit 2 tau variant	3.10161e+06
Q9H0N0	RAB6C_HUMAN	RAB6C	Ras-related protein Rab-6C	5.02966e+06
Q9H0N5	PHS2_HUMAN	PCBD2	Pterin-4-alpha-carbinolamine dehydratase 2	2.78582e+06
Q9H0P0	5NT3A_HUMAN	NT5C3A	Cytosolic 5'-nucleotidase 3A	2.24565e+06
Q9H0Q0	CYRIA_HUMAN	CYRIA	CYFIP-related Rac1 interactor A	1.17112e+06
Q9H0R4	HDHD2_HUMAN	HDHD2	Haloacid dehalogenase-like hydrolase domain-containing protein 2	5.62536e+06
Q9H0R6	GATA_HUMAN	QRSL1	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	979766
Q9H0S4	DDX47_HUMAN	DDX47	Probable ATP-dependent RNA helicase DDX47	1.07942e+07
Q9H0U3	MAGT1_HUMAN	MAGT1	Magnesium transporter protein 1	2.77801e+07
Q9H0U4	RAB1B_HUMAN	RAB1B	Ras-related protein Rab-1B	2.45817e+07
Q9H0U6	RM18_HUMAN	MRPL18	Large ribosomal subunit protein uL18m	6.45993e+06
Q9H0U9	TSYL1_HUMAN	TSPYL1	Testis-specific Y-encoded-like protein 1	2.5656e+06
Q9H0V9	LMA2L_HUMAN	LMAN2L	VIP36-like protein	620629
Q9H0W8	SMG9_HUMAN	SMG9	Nonsense-mediated mRNA decay factor SMG9	2.7441e+06
Q9H0W9	CK054_HUMAN	C11orf54	Ester hydrolase C11orf54	6.2593e+06
Q9H0X9	OSBL5_HUMAN	OSBPL5	Oxysterol-binding protein-related protein 5	430518
Q9H147	TDIF1_HUMAN	DNTTIP1	Deoxynucleotidyltransferase terminal-interacting protein 1	1.04474e+06
Q9H165	BC11A_HUMAN	BCL11A	B-cell lymphoma/leukemia 11A	1.35408e+06
Q9H171	ZBP1_HUMAN	ZBP1	Z-DNA-binding protein 1	2.05768e+06
Q9H190	SDCB2_HUMAN	SDCBP2	Syntenin-2	3.05755e+06
Q9H1A4	APC1_HUMAN	ANAPC1	Anaphase-promoting complex subunit 1	2.07884e+06
Q9H1B7	I2BPL_HUMAN	IRF2BPL	Probable E3 ubiquitin-protein ligase IRF2BPL	6.98829e+06
Q9H1C3	GL8D2_HUMAN	GLT8D2	Glycosyltransferase 8 domain-containing protein 2	1.77485e+06
Q9H1D9	RPC6_HUMAN	POLR3F	DNA-directed RNA polymerase III subunit RPC6	3.82086e+06
Q9H1E3	NUCKS_HUMAN	NUCKS1	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	1.1144e+08
Q9H1E5	TMX4_HUMAN	TMX4	Thioredoxin-related transmembrane protein 4	6.69864e+06
Q9H1H9	KI13A_HUMAN	KIF13A	Kinesin-like protein KIF13A	2.43833e+06
Q9H1I8	ASCC2_HUMAN	ASCC2	Activating signal cointegrator 1 complex subunit 2	3.81384e+06
Q9H1P3	OSBL2_HUMAN	OSBPL2	Oxysterol-binding protein-related protein 2	1.63195e+06
Q9H1R3	MYLK2_HUMAN	MYLK2	Myosin light chain kinase 2, skeletal/cardiac muscle	5.12371e+07
Q9H1Z4	WDR13_HUMAN	WDR13	WD repeat-containing protein 13	5.78703e+06
Q9H223	EHD4_HUMAN	EHD4	EH domain-containing protein 4	2.15076e+07
Q9H267	VP33B_HUMAN	VPS33B	Vacuolar protein sorting-associated protein 33B	2.91833e+06
Q9H269	VPS16_HUMAN	VPS16	Vacuolar protein sorting-associated protein 16 homolog	1.49425e+07
Q9H270	VPS11_HUMAN	VPS11	Vacuolar protein sorting-associated protein 11 homolog	5.28627e+06
Q9H299	SH3L3_HUMAN	SH3BGRL3	SH3 domain-binding glutamic acid-rich-like protein 3	2.07097e+08
Q9H2C0	GAN_HUMAN	GAN	Gigaxonin	1.80838e+06
Q9H2D6	TARA_HUMAN	TRIOBP	TRIO and F-actin-binding protein	9.02804e+06
Q9H2G2	SLK_HUMAN	SLK	STE20-like serine/threonine-protein kinase	1.35359e+07
Q9H2H8	PPIL3_HUMAN	PPIL3	Peptidyl-prolyl cis-trans isomerase-like 3	1.32565e+07
Q9H2J4	PDCL3_HUMAN	PDCL3	Phosducin-like protein 3	8.98081e+06
Q9H2K8	TAOK3_HUMAN	TAOK3	Serine/threonine-protein kinase TAO3	6.25621e+06
Q9H2M9	RBGPR_HUMAN	RAB3GAP2	Rab3 GTPase-activating protein non-catalytic subunit	4.82432e+06
Q9H2P0	ADNP_HUMAN	ADNP	Activity-dependent neuroprotector homeobox protein	7.00164e+06
Q9H2U1	DHX36_HUMAN	DHX36	ATP-dependent DNA/RNA helicase DHX36	5.81421e+06
Q9H2U2	IPYR2_HUMAN	PPA2	Inorganic pyrophosphatase 2, mitochondrial	2.28453e+07
Q9H2V7	SPNS1_HUMAN	SPNS1	Protein spinster homolog 1	1.13193e+07
Q9H2W6	RM46_HUMAN	MRPL46	Large ribosomal subunit protein mL46	6.17986e+06
Q9H307	PININ_HUMAN	PNN	Pinin	1.31263e+07
Q9H329;Q9HCM4	E41L5_HUMAN;E41LB_HUMAN	EPB41L4B;EPB41L5	Band 4.1-like protein 4B	600097
Q9H330	TM245_HUMAN	TMEM245	Transmembrane protein 245	1.34579e+06
Q9H3D4	P63_HUMAN	TP63	Tumor protein 63	2.856e+07
Q9H3G5	CPVL_HUMAN	CPVL	Probable serine carboxypeptidase CPVL	1.51364e+07
Q9H3H3	CK068_HUMAN	C11orf68	UPF0696 protein C11orf68	5.20668e+06
Q9H3K6	BOLA2_HUMAN	BOLA2	BolA-like protein 2	2.99966e+07
Q9H3N1	TMX1_HUMAN	TMX1	Thioredoxin-related transmembrane protein 1	2.55903e+07
Q9H3P2	NELFA_HUMAN	NELFA	Negative elongation factor A	6.05276e+06
Q9H3P7	GCP60_HUMAN	ACBD3	Golgi resident protein GCP60	7.8742e+06
Q9H3Q1	BORG4_HUMAN	CDC42EP4	Cdc42 effector protein 4	7.69895e+06
Q9H3S7	PTN23_HUMAN	PTPN23	Tyrosine-protein phosphatase non-receptor type 23	1.38716e+07
Q9H3U1	UN45A_HUMAN	UNC45A	Protein unc-45 homolog A	2.84119e+07
Q9H3Z4	DNJC5_HUMAN	DNAJC5	DnaJ homolog subfamily C member 5	3.33317e+06
Q9H410	DSN1_HUMAN	DSN1	Kinetochore-associated protein DSN1 homolog	2.28236e+06
Q9H425	CA198_HUMAN	C1orf198	Uncharacterized protein C1orf198	1.03766e+07
Q9H444	CHM4B_HUMAN	CHMP4B	Charged multivesicular body protein 4b	3.2027e+07
Q9H446	RWDD1_HUMAN	RWDD1	RWD domain-containing protein 1	5.17931e+06
Q9H479	FN3K_HUMAN	FN3K	Fructosamine-3-kinase	1.55327e+06
Q9H488	OFUT1_HUMAN	POFUT1	GDP-fucose protein O-fucosyltransferase 1	8.03952e+06
Q9H4A3	WNK1_HUMAN	WNK1	Serine/threonine-protein kinase WNK1	9.71608e+06
Q9H4A4	AMPB_HUMAN	RNPEP	Aminopeptidase B	8.07265e+07
Q9H4A6	GOLP3_HUMAN	GOLPH3	Golgi phosphoprotein 3	2.31362e+06
Q9H4B8	DPEP3_HUMAN	DPEP3	Dipeptidase 3	1.65999e+06
Q9H4E7	DEFI6_HUMAN	DEF6	Differentially expressed in FDCP 6 homolog	5.70329e+07
Q9H4G0	E41L1_HUMAN	EPB41L1	Band 4.1-like protein 1	1.01762e+07
Q9H4G4	GAPR1_HUMAN	GLIPR2	Golgi-associated plant pathogenesis-related protein 1	2.45615e+07
Q9H4H8	FA83D_HUMAN	FAM83D	Protein FAM83D	4.73812e+06
Q9H4L4	SENP3_HUMAN	SENP3	Sentrin-specific protease 3	2.9121e+06
Q9H4L5	OSBL3_HUMAN	OSBPL3	Oxysterol-binding protein-related protein 3	4.06814e+06
Q9H4L7	SMRCD_HUMAN	SMARCAD1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1	2.21934e+06
Q9H4M7	PKHA4_HUMAN	PLEKHA4	Pleckstrin homology domain-containing family A member 4	340403
Q9H4M9	EHD1_HUMAN	EHD1	EH domain-containing protein 1	1.73742e+07
Q9H4Z3	CAPAM_HUMAN	PCIF1	mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase	1.2647e+07
Q9H501	ESF1_HUMAN	ESF1	ESF1 homolog	1.42863e+06
Q9H553	ALG2_HUMAN	ALG2	Alpha-1,3/1,6-mannosyltransferase ALG2	4.74074e+06
Q9H583	HEAT1_HUMAN	HEATR1	HEAT repeat-containing protein 1	4.3801e+06
Q9H5H4	ZN768_HUMAN	ZNF768	Zinc finger protein 768	1.40055e+06
Q9H5N1	RABE2_HUMAN	RABEP2	Rab GTPase-binding effector protein 2	8.27704e+06
Q9H5V8	CDCP1_HUMAN	CDCP1	CUB domain-containing protein 1	2.60633e+06
Q9H5V9	STEEP_HUMAN	STEEP1	STING ER exit protein	1.65259e+06
Q9H5X1	CIA2A_HUMAN	CIAO2A	Cytosolic iron-sulfur assembly component 2A	3.36781e+06
Q9H6A0	DEN2D_HUMAN	DENND2D	DENN domain-containing protein 2D	541517
Q9H6D7	HAUS4_HUMAN	HAUS4	HAUS augmin-like complex subunit 4	7.74921e+06
Q9H6F5	CCD86_HUMAN	CCDC86	Coiled-coil domain-containing protein 86	3.26137e+06
Q9H6H4	REEP4_HUMAN	REEP4	Receptor expression-enhancing protein 4	1.98365e+06
Q9H6Q4	CIAO3_HUMAN	CIAO3	Cytosolic iron-sulfur assembly component 3	9.65987e+06
Q9H6R3	ACSS3_HUMAN	ACSS3	Acyl-CoA synthetase short-chain family member 3, mitochondrial	1.9949e+06
Q9H6R4	NOL6_HUMAN	NOL6	Nucleolar protein 6	2.3757e+06
Q9H6S0	YTDC2_HUMAN	YTHDC2	3'-5' RNA helicase YTHDC2	1.20898e+06
Q9H6S3	ES8L2_HUMAN	EPS8L2	Epidermal growth factor receptor kinase substrate 8-like protein 2	5.36932e+06
Q9H6T0	ESRP2_HUMAN	ESRP2	Epithelial splicing regulatory protein 2	4.35418e+06
Q9H6T3	RPAP3_HUMAN	RPAP3	RNA polymerase II-associated protein 3	1.65775e+06
Q9H6U6	BCAS3_HUMAN	BCAS3	BCAS3 microtubule associated cell migration factor	2.09456e+06
Q9H6V9	LDAH_HUMAN	LDAH	Lipid droplet-associated hydrolase	2.29491e+06
Q9H6W3	RIOX1_HUMAN	RIOX1	Ribosomal oxygenase 1	3.83099e+06
Q9H6X2	ANTR1_HUMAN	ANTXR1	Anthrax toxin receptor 1	7.80864e+06
Q9H6Y2	WDR55_HUMAN	WDR55	WD repeat-containing protein 55	1.86451e+06
Q9H6Z4	RANB3_HUMAN	RANBP3	Ran-binding protein 3	1.28082e+07
Q9H773	DCTP1_HUMAN	DCTPP1	dCTP pyrophosphatase 1	1.01621e+07
Q9H788	SH24A_HUMAN	SH2D4A	SH2 domain-containing protein 4A	4.04028e+06
Q9H792	PEAK1_HUMAN	PEAK1	Inactive tyrosine-protein kinase PEAK1	1.19355e+06
Q9H7B2	RPF2_HUMAN	RPF2	Ribosome production factor 2 homolog	4.82067e+06
Q9H7C9	AAMDC_HUMAN	AAMDC	Mth938 domain-containing protein	7.29107e+06
Q9H7D7	WDR26_HUMAN	WDR26	WD repeat-containing protein 26	3.18835e+06
Q9H7E9	CH033_HUMAN	C8orf33	UPF0488 protein C8orf33	2.65324e+06
Q9H7H0	MET17_HUMAN	METTL17	Methyltransferase-like protein 17, mitochondrial	4.04895e+06
Q9H7L9	SDS3_HUMAN	SUDS3	Sin3 histone deacetylase corepressor complex component SDS3	4.5156e+06
Q9H7N4	SFR19_HUMAN	SCAF1	Splicing factor, arginine/serine-rich 19	3.38933e+06
Q9H7Z6	KAT8_HUMAN	KAT8	Histone acetyltransferase KAT8	2.53468e+06
Q9H7Z7	PGES2_HUMAN	PTGES2	Prostaglandin E synthase 2	1.54884e+06
Q9H814	PHAX_HUMAN	PHAX	Phosphorylated adapter RNA export protein	5.34568e+06
Q9H832	UBE2Z_HUMAN	UBE2Z	Ubiquitin-conjugating enzyme E2 Z	4.82728e+07
Q9H845	ACAD9_HUMAN	ACAD9	Complex I assembly factor ACAD9, mitochondrial	1.794e+07
Q9H857	NT5D2_HUMAN	NT5DC2	5'-nucleotidase domain-containing protein 2	2.5173e+06
Q9H871	RMD5A_HUMAN	RMND5A	E3 ubiquitin-protein transferase RMND5A	2.07222e+06
Q9H8H0	NOL11_HUMAN	NOL11	Nucleolar protein 11	3.3972e+06
Q9H8H2	DDX31_HUMAN	DDX31	Probable ATP-dependent RNA helicase DDX31	985927
Q9H8H3	TMT1A_HUMAN	TMT1A	N6-adenosine-methyltransferase TMT1A	8.90338e+06
Q9H8L6	MMRN2_HUMAN	MMRN2	Multimerin-2	5.98624e+06
Q9H8M7	MINY3_HUMAN	MINDY3	Ubiquitin carboxyl-terminal hydrolase MINDY-3	1.38398e+06
Q9H8Y5	ANKZ1_HUMAN	ANKZF1	tRNA endonuclease ANKZF1	1.22799e+06
Q9H8Y8	GORS2_HUMAN	GORASP2	Golgi reassembly-stacking protein 2	1.67718e+07
Q9H900	ZWILC_HUMAN	ZWILCH	Protein zwilch homolog	911478
Q9H910	JUPI2_HUMAN	JPT2	Jupiter microtubule associated homolog 2	2.65683e+07
Q9H939	PPIP2_HUMAN	PSTPIP2	Proline-serine-threonine phosphatase-interacting protein 2	2.30732e+06
Q9H944	MED20_HUMAN	MED20	Mediator of RNA polymerase II transcription subunit 20	5.71243e+06
Q9H967	WDR76_HUMAN	WDR76	WD repeat-containing protein 76	1.56452e+06
Q9H974	QTRT2_HUMAN	QTRT2	Queuine tRNA-ribosyltransferase accessory subunit 2	1.07796e+06
Q9H993	ARMT1_HUMAN	ARMT1	Damage-control phosphatase ARMT1	2.29302e+06
Q9H9A5	CNO10_HUMAN	CNOT10	CCR4-NOT transcription complex subunit 10	1.96173e+06
Q9H9A6	LRC40_HUMAN	LRRC40	Leucine-rich repeat-containing protein 40	8.03149e+06
Q9H9B1	EHMT1_HUMAN	EHMT1	Histone-lysine N-methyltransferase EHMT1	1.25345e+06
Q9H9B4	SFXN1_HUMAN	SFXN1	Sideroflexin-1	1.31942e+07
Q9H9C1	SPE39_HUMAN	VIPAS39	Spermatogenesis-defective protein 39 homolog	721669
Q9H9E3	COG4_HUMAN	COG4	Conserved oligomeric Golgi complex subunit 4	2.13067e+06
Q9H9G7	AGO3_HUMAN	AGO3	Protein argonaute-3	5.89337e+06
Q9H9H4	VP37B_HUMAN	VPS37B	Vacuolar protein sorting-associated protein 37B	2.87696e+06
Q9H9J2	RM44_HUMAN	MRPL44	Large ribosomal subunit protein mL44	701477
Q9H9P8	L2HDH_HUMAN	L2HGDH	L-2-hydroxyglutarate dehydrogenase, mitochondrial	1.22616e+06
Q9H9Q2	CSN7B_HUMAN	COPS7B	COP9 signalosome complex subunit 7b	6.45727e+06
Q9H9T3	ELP3_HUMAN	ELP3	Elongator complex protein 3	5.40496e+06
Q9H9Y2	RPF1_HUMAN	RPF1	Ribosome production factor 1	2.28442e+06
Q9H9Y6	RPA2_HUMAN	POLR1B	DNA-directed RNA polymerase I subunit RPA2	1.53113e+06
Q9HA64	KT3K_HUMAN	FN3KRP	Ketosamine-3-kinase	2.9698e+07
Q9HA65	TBC17_HUMAN	TBC1D17	TBC1 domain family member 17	4.28409e+06
Q9HA77	SYCM_HUMAN	CARS2	Probable cysteine--tRNA ligase, mitochondrial	4.5865e+06
Q9HAB8	PPCS_HUMAN	PPCS	Phosphopantothenate--cysteine ligase	1.77045e+07
Q9HAJ7	SP30L_HUMAN	SAP30L	Histone deacetylase complex subunit SAP30L	2.02362e+06
Q9HAN9	NMNA1_HUMAN	NMNAT1	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1	2.32067e+06
Q9HAS0	NJMU_HUMAN	C17orf75	Protein Njmu-R1	119865
Q9HAT2	SIAE_HUMAN	SIAE	Sialate O-acetylesterase	2.42455e+06
