Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R03\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R03.mzML
Q95XQ8	MCM4_CAEEL	mcm-4	DNA replication licensing factor mcm-4	1.42691e+06
Q95XX0	UBC13_CAEEL	ubc-13	Ubiquitin-conjugating enzyme E2 13	2.60939e+07
Q95XX1	PNCB_CAEEL	nprt-1	Nicotinate phosphoribosyltransferase	344187
Q95Y04	RS28_CAEEL	rps-28	40S ribosomal protein S28	1.65489e+08
Q95Y71	RM45_CAEEL	mrpl-45	Probable 39S ribosomal protein L45, mitochondrial	595391
Q95Y72	DSS1_CAEEL	dss-1	Probable 26S proteasome complex subunit dss-1	3.47848e+06
Q95Y89	PESC_CAEEL	lpd-7	Pescadillo homolog	2.40414e+06
Q95Y90	RL9_CAEEL	rpl-9	60S ribosomal protein L9	8.23221e+07
Q95YF3	CGH1_CAEEL	cgh-1	ATP-dependent RNA helicase cgh-1	2.0335e+07
Q95ZI6	PITH1_CAEEL	ZK353.9	PITH domain-containing protein ZK353.9	1.6906e+06
Q95ZJ1	GALT5_CAEEL	gly-5	Polypeptide N-acetylgalactosaminyltransferase 5	615545
Q95ZQ4	AAPK2_CAEEL	aak-2	5'-AMP-activated protein kinase catalytic subunit alpha-2	1.55303e+06
Q965S8	EIF3I_CAEEL	eif-3.I	Eukaryotic translation initiation factor 3 subunit I	9.38281e+06
Q965W1	FABP9_CAEEL	lbp-9	Fatty acid-binding protein homolog 9	6.54703e+07
Q966C6	RL7A_CAEEL	rpl-7A	60S ribosomal protein L7a	9.80189e+07
Q966L5	SRRT_CAEEL	E01A2.2	Serrate RNA effector molecule homolog	1.80103e+06
Q966L9	GLH2_CAEEL	glh-2	ATP-dependent RNA helicase glh-2	672120
Q969E2	SCAM4_HUMAN	SCAMP4	Secretory carrier-associated membrane protein 4	5.96919e+06
Q969E8	TSR2_HUMAN	TSR2	Pre-rRNA-processing protein TSR2 homolog	2.23179e+06
Q969F9	HPS3_HUMAN	HPS3	Hermansky-Pudlak syndrome 3 protein	693133
Q969G3	SMCE1_HUMAN	SMARCE1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	8.99873e+06
Q969H8	MYDGF_HUMAN	MYDGF	Myeloid-derived growth factor	2.25633e+07
Q969L2	MAL2_HUMAN	MAL2	Protein MAL2	1.63219e+06
Q969M3	YIPF5_HUMAN	YIPF5	Protein YIPF5	5.1891e+06
Q969N2	PIGT_HUMAN	PIGT	GPI transamidase component PIG-T	6.87e+06
Q969P0	IGSF8_HUMAN	IGSF8	Immunoglobulin superfamily member 8	1.47423e+06
Q969Q0	RL36L_HUMAN	RPL36AL	60S ribosomal protein L36a-like	1.66139e+07
Q969S3	ZN622_HUMAN	ZNF622	Zinc finger protein 622	4.7236e+06
Q969S9	RRF2M_HUMAN	GFM2	Ribosome-releasing factor 2, mitochondrial	591572
Q969T9	WBP2_HUMAN	WBP2	WW domain-binding protein 2	2.97763e+06
Q969U7	PSMG2_HUMAN	PSMG2	Proteasome assembly chaperone 2	3.90205e+06
Q969V3	NCLN_HUMAN	NCLN	Nicalin	1.8548e+07
Q969X5	ERGI1_HUMAN	ERGIC1	Endoplasmic reticulum-Golgi intermediate compartment protein 1	4.06564e+06
Q969X6	UTP4_HUMAN	UTP4	U3 small nucleolar RNA-associated protein 4 homolog	5.77185e+06
Q969Y2	GTPB3_HUMAN	GTPBP3	tRNA modification GTPase GTPBP3, mitochondrial	2.33392e+06
Q969Z0	FAKD4_HUMAN	TBRG4	FAST kinase domain-containing protein 4	8.54181e+06
Q969Z3	MARC2_HUMAN	MTARC2	Mitochondrial amidoxime reducing component 2	1.22643e+06
Q96A26	F162A_HUMAN	FAM162A	Protein FAM162A	4.71442e+07
Q96A33	CCD47_HUMAN	CCDC47	Coiled-coil domain-containing protein 47	5.66016e+06
Q96A35	RM24_HUMAN	MRPL24	39S ribosomal protein L24, mitochondrial	6.13611e+06
Q96A49	SYAP1_HUMAN	SYAP1	Synapse-associated protein 1	6.79143e+06
Q96A57	TM230_HUMAN	TMEM230	Transmembrane protein 230	3.33505e+06
Q96A65	EXOC4_HUMAN	EXOC4	Exocyst complex component 4	1.87253e+06
Q96AA3	RFT1_HUMAN	RFT1	Protein RFT1 homolog	2.02646e+06
Q96AB3	ISOC2_HUMAN	ISOC2	Isochorismatase domain-containing protein 2	1.2143e+06
Q96AC1	FERM2_HUMAN	FERMT2	Fermitin family homolog 2	8.49697e+06
Q96AE4	FUBP1_HUMAN	FUBP1	Far upstream element-binding protein 1	7.03022e+07
Q96AG4	LRC59_HUMAN	LRRC59	Leucine-rich repeat-containing protein 59	3.45165e+07
Q96AH0;Q9BQ15	SOSB1_HUMAN;SOSB2_HUMAN	NABP1;NABP2	SOSS complex subunit B2	2.1231e+06
Q96AJ9	VTI1A_HUMAN	VTI1A	Vesicle transport through interaction with t-SNAREs homolog 1A	5.10235e+06
Q96AQ6	PBIP1_HUMAN	PBXIP1	Pre-B-cell leukemia transcription factor-interacting protein 1	798655
Q96AT1	K1143_HUMAN	KIAA1143	Uncharacterized protein KIAA1143	4.99682e+06
Q96AT9	RPE_HUMAN	RPE	Ribulose-phosphate 3-epimerase	6.64458e+06
Q96AX1	VP33A_HUMAN	VPS33A	Vacuolar protein sorting-associated protein 33A	1.92641e+06
Q96AX9	MIB2_HUMAN	MIB2	E3 ubiquitin-protein ligase MIB2	3.01802e+06
Q96AY3	FKB10_HUMAN	FKBP10	Peptidyl-prolyl cis-trans isomerase FKBP10	8.9747e+06
Q96AY4	TTC28_HUMAN	TTC28	Tetratricopeptide repeat protein 28	596818
Q96B23	CR025_HUMAN	C18orf25	Uncharacterized protein C18orf25	1.89488e+06
Q96B26	EXOS8_HUMAN	EXOSC8	Exosome complex component RRP43	1.38048e+07
Q96B36	AKTS1_HUMAN	AKT1S1	Proline-rich AKT1 substrate 1	2.87991e+06
Q96B54	ZN428_HUMAN	ZNF428	Zinc finger protein 428	466430
Q96B97	SH3K1_HUMAN	SH3KBP1	SH3 domain-containing kinase-binding protein 1	1.05595e+07
Q96BD0	SO4A1_HUMAN	SLCO4A1	Solute carrier organic anion transporter family member 4A1	513297
Q96BH1	RNF25_HUMAN	RNF25	E3 ubiquitin-protein ligase RNF25	418116
Q96BI3	APH1A_HUMAN	APH1A	Gamma-secretase subunit APH-1A	950349
Q96BJ3	AIDA_HUMAN	AIDA	Axin interactor, dorsalization-associated protein	1.27194e+06
Q96BJ8	ELMO3_HUMAN	ELMO3	Engulfment and cell motility protein 3	246218
Q96BM9	ARL8A_HUMAN	ARL8A	ADP-ribosylation factor-like protein 8A	9.53548e+06
Q96BN8	OTUL_HUMAN	OTULIN	Ubiquitin thioesterase otulin	1.02707e+07
Q96BP3	PPWD1_HUMAN	PPWD1	Peptidylprolyl isomerase domain and WD repeat-containing protein 1	5.78194e+06
Q96BQ5	CC127_HUMAN	CCDC127	Coiled-coil domain-containing protein 127	3.77489e+06
Q96BR5	COA7_HUMAN	COA7	Cytochrome c oxidase assembly factor 7	9.62612e+06
Q96BW5	PTER_HUMAN	PTER	Phosphotriesterase-related protein	1.03241e+06
Q96BW9	TAM41_HUMAN	TAMM41	Phosphatidate cytidylyltransferase, mitochondrial	833424
Q96C01	F136A_HUMAN	FAM136A	Protein FAM136A	3.8388e+06
Q96C19	EFHD2_HUMAN	EFHD2	EF-hand domain-containing protein D2	5.22277e+07
Q96C23	GALM_HUMAN	GALM	Galactose mutarotase	3.08237e+06
Q96C36	P5CR2_HUMAN	PYCR2	Pyrroline-5-carboxylate reductase 2	2.99483e+06
Q96C57	CSTOS_HUMAN	CUSTOS	Protein CUSTOS	2.24245e+06
Q96C86	DCPS_HUMAN	DCPS	m7GpppX diphosphatase	1.66371e+07
Q96C90	PP14B_HUMAN	PPP1R14B	Protein phosphatase 1 regulatory subunit 14B	1.05332e+07
Q96CB8	INT12_HUMAN	INTS12	Integrator complex subunit 12	1.70876e+06
Q96CB9	NSUN4_HUMAN	NSUN4	5-methylcytosine rRNA methyltransferase NSUN4	1.67853e+06
Q96CD2	COAC_HUMAN	PPCDC	Phosphopantothenoylcysteine decarboxylase	271432
Q96CM8	ACSF2_HUMAN	ACSF2	Medium-chain acyl-CoA ligase ACSF2, mitochondrial	2.68133e+06
Q96CN7	ISOC1_HUMAN	ISOC1	Isochorismatase domain-containing protein 1	1.98933e+07
Q96CP2	FWCH2_HUMAN	FLYWCH2	FLYWCH family member 2	3.33429e+07
Q96CS3	FAF2_HUMAN	FAF2	FAS-associated factor 2	6.56085e+06
Q96CT7	CC124_HUMAN	CCDC124	Coiled-coil domain-containing protein 124	2.54231e+07
Q96CU9	FXRD1_HUMAN	FOXRED1	FAD-dependent oxidoreductase domain-containing protein 1	3.51128e+06
Q96CV9	OPTN_HUMAN	OPTN	Optineurin	709962
Q96CW1	AP2M1_HUMAN	AP2M1	AP-2 complex subunit mu	9.60766e+06
Q96CW5	GCP3_HUMAN	TUBGCP3	Gamma-tubulin complex component 3	1.50754e+06
Q96D46	NMD3_HUMAN	NMD3	60S ribosomal export protein NMD3	2.77086e+06
Q96D53	COQ8B_HUMAN	COQ8B	Atypical kinase COQ8B, mitochondrial	416828
Q96DA6	TIM14_HUMAN	DNAJC19	Mitochondrial import inner membrane translocase subunit TIM14	3.7935e+06
Q96DB5	RMD1_HUMAN	RMDN1	Regulator of microtubule dynamics protein 1	2.65033e+06
Q96DE0	NUD16_HUMAN	NUDT16	U8 snoRNA-decapping enzyme	103907
Q96DE5	APC16_HUMAN	ANAPC16	Anaphase-promoting complex subunit 16	1.34563e+06
Q96DG6	CMBL_HUMAN	CMBL	Carboxymethylenebutenolidase homolog	3.94087e+07
Q96DH6	MSI2H_HUMAN	MSI2	RNA-binding protein Musashi homolog 2	4.38336e+06
Q96DI7	SNR40_HUMAN	SNRNP40	U5 small nuclear ribonucleoprotein 40 kDa protein	1.75496e+07
Q96DV4	RM38_HUMAN	MRPL38	39S ribosomal protein L38, mitochondrial	7.39118e+06
Q96DX5	ASB9_HUMAN	ASB9	Ankyrin repeat and SOCS box protein 9	1.84697e+06
Q96DZ1	ERLEC_HUMAN	ERLEC1	Endoplasmic reticulum lectin 1	730663
Q96E11	RRFM_HUMAN	MRRF	Ribosome-recycling factor, mitochondrial	1.50898e+07
Q96E39	RMXL1_HUMAN	RBMXL1	RNA binding motif protein, X-linked-like-1	5.5612e+06
Q96EB1	ELP4_HUMAN	ELP4	Elongator complex protein 4	2.51898e+06
Q96EB6	SIR1_HUMAN	SIRT1	NAD-dependent protein deacetylase sirtuin-1	2.54661e+06
Q96EC8	YIPF6_HUMAN	YIPF6	Protein YIPF6	2.48797e+06
Q96EE3	SEH1_HUMAN	SEH1L	Nucleoporin SEH1	5.38892e+06
Q96EH3	MASU1_HUMAN	MALSU1	Mitochondrial assembly of ribosomal large subunit protein 1	1.37509e+06
Q96EI5	TCAL4_HUMAN	TCEAL4	Transcription elongation factor A protein-like 4	3.80946e+06
Q96EK4	THA11_HUMAN	THAP11	THAP domain-containing protein 11	4.13493e+06
Q96EK5	KBP_HUMAN	KIFBP	KIF-binding protein	1.4003e+06
Q96EK6	GNA1_HUMAN	GNPNAT1	Glucosamine 6-phosphate N-acetyltransferase	1.05118e+07
Q96EK9	KTI12_HUMAN	KTI12	Protein KTI12 homolog	2.65317e+06
Q96EL3	RM53_HUMAN	MRPL53	39S ribosomal protein L53, mitochondrial	4.01932e+06
Q96EN8	MOCOS_HUMAN	MOCOS	Molybdenum cofactor sulfurase	1.56947e+07
Q96EP5	DAZP1_HUMAN	DAZAP1	DAZ-associated protein 1	2.85504e+07
Q96ER3	SAAL1_HUMAN	SAAL1	Protein SAAL1	2.1028e+06
Q96ER9	MITOK_HUMAN	CCDC51	Mitochondrial potassium channel	2.27697e+07
Q96EU6	RRP36_HUMAN	RRP36	Ribosomal RNA processing protein 36 homolog	651904
Q96EV2	RBM33_HUMAN	RBM33	RNA-binding protein 33	1.00701e+07
Q96EV8	DTBP1_HUMAN	DTNBP1	Dysbindin	1.24186e+06
Q96EY1	DNJA3_HUMAN	DNAJA3	DnaJ homolog subfamily A member 3, mitochondrial	8.58166e+06
Q96EY4	TMA16_HUMAN	TMA16	Translation machinery-associated protein 16	5.82292e+06
Q96EY5	MB12A_HUMAN	MVB12A	Multivesicular body subunit 12A	2.06278e+06
Q96EY7	PTCD3_HUMAN	PTCD3	Pentatricopeptide repeat domain-containing protein 3, mitochondrial	6.69523e+06
Q96EY8	MMAB_HUMAN	MMAB	Corrinoid adenosyltransferase	4.50786e+06
Q96F07	CYFP2_HUMAN	CYFIP2	Cytoplasmic FMR1-interacting protein 2	956789
Q96F63	CCD97_HUMAN	CCDC97	Coiled-coil domain-containing protein 97	1.49936e+06
Q96F86	EDC3_HUMAN	EDC3	Enhancer of mRNA-decapping protein 3	1.21418e+07
Q96FF9	CDCA5_HUMAN	CDCA5	Sororin	5.75796e+06
Q96FJ0	STALP_HUMAN	STAMBPL1	AMSH-like protease	791253
Q96FK6	WDR89_HUMAN	WDR89	WD repeat-containing protein 89	1.58509e+06
Q96FQ6	S10AG_HUMAN	S100A16	Protein S100-A16	1.6983e+07
Q96FV2	SCRN2_HUMAN	SCRN2	Secernin-2	603796
Q96FV9	THOC1_HUMAN	THOC1	THO complex subunit 1	3.16655e+06
Q96FW1	OTUB1_HUMAN	OTUB1	Ubiquitin thioesterase OTUB1	1.09674e+07
Q96FX7	TRM61_HUMAN	TRMT61A	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A	999866
Q96FZ2	HMCES_HUMAN	HMCES	Abasic site processing protein HMCES	2.27154e+06
Q96FZ7	CHMP6_HUMAN	CHMP6	Charged multivesicular body protein 6	570476
Q96G03	PGM2_HUMAN	PGM2	Phosphoglucomutase-2	6.79978e+06
Q96G21	IMP4_HUMAN	IMP4	U3 small nucleolar ribonucleoprotein protein IMP4	1.18029e+07
Q96G23	CERS2_HUMAN	CERS2	Ceramide synthase 2	9.6743e+06
Q96G28	CFA36_HUMAN	CFAP36	Cilia- and flagella-associated protein 36	1.00596e+06
Q96G46	DUS3L_HUMAN	DUS3L	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like	3.49511e+06
Q96GA3	LTV1_HUMAN	LTV1	Protein LTV1 homolog	2.11303e+06
Q96GC5	RM48_HUMAN	MRPL48	39S ribosomal protein L48, mitochondrial	7.6659e+06
Q96GD0	PLPP_HUMAN	PDXP	Pyridoxal phosphate phosphatase	2.09101e+06
Q96GD4	AURKB_HUMAN	AURKB	Aurora kinase B	4.468e+06
Q96GG9	DCNL1_HUMAN	DCUN1D1	DCN1-like protein 1	5.44426e+06
Q96GK7	FAH2A_HUMAN	FAHD2A	Fumarylacetoacetate hydrolase domain-containing protein 2A	1.8795e+06
Q96GM5	SMRD1_HUMAN	SMARCD1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1	2.22592e+06
Q96GM8	TOE1_HUMAN	TOE1	Target of EGR1 protein 1	2.34191e+06
Q96GQ7	DDX27_HUMAN	DDX27	Probable ATP-dependent RNA helicase DDX27	1.00113e+07
Q96GW9	SYMM_HUMAN	MARS2	Methionine--tRNA ligase, mitochondrial	1.30363e+06
Q96GX9	MTNB_HUMAN	APIP	Methylthioribulose-1-phosphate dehydratase	6.74443e+06
Q96H20	SNF8_HUMAN	SNF8	Vacuolar-sorting protein SNF8	1.86762e+06
Q96H79	ZCCHL_HUMAN	ZC3HAV1L	Zinc finger CCCH-type antiviral protein 1-like	5.99897e+06
Q96HA7	TONSL_HUMAN	TONSL	Tonsoku-like protein	513107
Q96HC4	PDLI5_HUMAN	PDLIM5	PDZ and LIM domain protein 5	1.14643e+07
Q96HE7	ERO1A_HUMAN	ERO1A	ERO1-like protein alpha	2.38378e+07
Q96HN2	SAHH3_HUMAN	AHCYL2	Adenosylhomocysteinase 3	1.1984e+06
Q96HR3	MED30_HUMAN	MED30	Mediator of RNA polymerase II transcription subunit 30	1.33462e+06
Q96HR9	REEP6_HUMAN	REEP6	Receptor expression-enhancing protein 6	5.84302e+06
Q96HS1	PGAM5_HUMAN	PGAM5	Serine/threonine-protein phosphatase PGAM5, mitochondrial	1.47522e+07
Q96HV5	TM41A_HUMAN	TMEM41A	Transmembrane protein 41A	1.76409e+06
Q96HW7	INT4_HUMAN	INTS4	Integrator complex subunit 4	1.51526e+06
Q96HY6	DDRGK_HUMAN	DDRGK1	DDRGK domain-containing protein 1	5.20991e+06
Q96HY7	DHTK1_HUMAN	DHTKD1	Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial	3.84886e+06
Q96I15	SCLY_HUMAN	SCLY	Selenocysteine lyase	1.74539e+06
Q96I24	FUBP3_HUMAN	FUBP3	Far upstream element-binding protein 3	6.25659e+07
Q96I25	SPF45_HUMAN	RBM17	Splicing factor 45	7.21686e+06
Q96I59	SYNM_HUMAN	NARS2	Probable asparagine--tRNA ligase, mitochondrial	3.86994e+06
Q96I99	SUCB2_HUMAN	SUCLG2	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial	8.10788e+06
Q96IF1	AJUBA_HUMAN	AJUBA	LIM domain-containing protein ajuba	1.56359e+06
Q96IG2	FXL20_HUMAN	FBXL20	F-box/LRR-repeat protein 20	1.11105e+06
Q96II8	LRCH3_HUMAN	LRCH3	DISP complex protein LRCH3	557926
Q96IJ6	GMPPA_HUMAN	GMPPA	Mannose-1-phosphate guanyltransferase alpha	1.25073e+06
Q96IP4	TET5A_HUMAN	TENT5A	Terminal nucleotidyltransferase 5A	634781
Q96IR7	HPDL_HUMAN	HPDL	4-hydroxyphenylpyruvate dioxygenase-like protein	5.73818e+06
Q96IU4	ABHEB_HUMAN	ABHD14B	Protein ABHD14B	1.34161e+07
Q96IX5	ATPMD_HUMAN	ATP5MD	ATP synthase membrane subunit DAPIT, mitochondrial	1.63982e+07
Q96IY1	NSL1_HUMAN	NSL1	Kinetochore-associated protein NSL1 homolog	1.98706e+06
Q96IZ0	PAWR_HUMAN	PAWR	PRKC apoptosis WT1 regulator protein	9.85812e+06
Q96J01	THOC3_HUMAN	THOC3	THO complex subunit 3	8.99944e+06
Q96JB2	COG3_HUMAN	COG3	Conserved oligomeric Golgi complex subunit 3	880391
Q96JB5	CK5P3_HUMAN	CDK5RAP3	CDK5 regulatory subunit-associated protein 3	1.06543e+06
Q96JC1	VPS39_HUMAN	VPS39	Vam6/Vps39-like protein	1.37762e+06
Q96JH7	VCIP1_HUMAN	VCPIP1	Deubiquitinating protein VCIP135	1.15236e+06
Q96JJ3	ELMO2_HUMAN	ELMO2	Engulfment and cell motility protein 2	2.59717e+06
Q96JJ7	TMX3_HUMAN	TMX3	Protein disulfide-isomerase TMX3	9.21681e+06
Q96JM3	CHAP1_HUMAN	CHAMP1	Chromosome alignment-maintaining phosphoprotein 1	3.77509e+06
Q96JP5	ZFP91_HUMAN	ZFP91	E3 ubiquitin-protein ligase ZFP91	8.31939e+06
Q96K17	BT3L4_HUMAN	BTF3L4	Transcription factor BTF3 homolog 4	2.98115e+07
Q96K19	RN170_HUMAN	RNF170	E3 ubiquitin-protein ligase RNF170	294859
Q96K76	UBP47_HUMAN	USP47	Ubiquitin carboxyl-terminal hydrolase 47	1.8903e+06
Q96KA5	CLP1L_HUMAN	CLPTM1L	Cleft lip and palate transmembrane protein 1-like protein	5.25573e+06
Q96KB5	TOPK_HUMAN	PBK	Lymphokine-activated killer T-cell-originated protein kinase	2.10409e+07
Q96KG9	SCYL1_HUMAN	SCYL1	N-terminal kinase-like protein	1.66379e+06
Q96KP1	EXOC2_HUMAN	EXOC2	Exocyst complex component 2	1.76198e+06
Q96KP4	CNDP2_HUMAN	CNDP2	Cytosolic non-specific dipeptidase	9.88672e+06
Q96KQ7	EHMT2_HUMAN	EHMT2	Histone-lysine N-methyltransferase EHMT2	1.84511e+06
Q96KR1	ZFR_HUMAN	ZFR	Zinc finger RNA-binding protein	1.02562e+07
Q96L92	SNX27_HUMAN	SNX27	Sorting nexin-27	3.6093e+06
Q96LI5;Q9ULM6	CNO6L_HUMAN;CNOT6_HUMAN	CNOT6;CNOT6L	CCR4-NOT transcription complex subunit 6-like	598950
Q96LJ7	DHRS1_HUMAN	DHRS1	Dehydrogenase/reductase SDR family member 1	2.43414e+06
Q96M27	PRRC1_HUMAN	PRRC1	Protein PRRC1	4.52937e+06
Q96ME7	ZN512_HUMAN	ZNF512	Zinc finger protein 512	4.44259e+06
Q96MG7	NSE3_HUMAN	NSMCE3	Non-structural maintenance of chromosomes element 3 homolog	2.34298e+06
Q96MU7	YTDC1_HUMAN	YTHDC1	YTH domain-containing protein 1	2.55015e+06
Q96MW1	CCD43_HUMAN	CCDC43	Coiled-coil domain-containing protein 43	7.79649e+06
Q96MW5	COG8_HUMAN	COG8	Conserved oligomeric Golgi complex subunit 8	2.25967e+06
Q96N11	CG026_HUMAN	C7orf26	Uncharacterized protein C7orf26	424131
Q96N21	AP4AT_HUMAN	TEPSIN	AP-4 complex accessory subunit Tepsin	1.64428e+06
Q96N46	TTC14_HUMAN	TTC14	Tetratricopeptide repeat protein 14	4.43696e+06
Q96N66	MBOA7_HUMAN	MBOAT7	Lysophospholipid acyltransferase 7	1.28499e+07
Q96N67	DOCK7_HUMAN	DOCK7	Dedicator of cytokinesis protein 7	3.99095e+06
Q96NB3	ZN830_HUMAN	ZNF830	Zinc finger protein 830	774884
Q96NC0	ZMAT2_HUMAN	ZMAT2	Zinc finger matrin-type protein 2	2.40228e+06
Q96P11	NSUN5_HUMAN	NSUN5	28S rRNA (cytosine-C(5))-methyltransferase	6.11835e+06
Q96P16	RPR1A_HUMAN	RPRD1A	Regulation of nuclear pre-mRNA domain-containing protein 1A	3.00307e+06
Q96P47	AGAP3_HUMAN	AGAP3	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3	683316
Q96P48	ARAP1_HUMAN	ARAP1	Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1	1.61499e+06
Q96P70	IPO9_HUMAN	IPO9	Importin-9	1.74029e+07
Q96PC5	MIA2_HUMAN	MIA2	Melanoma inhibitory activity protein 2	4.38047e+06
Q96PK6	RBM14_HUMAN	RBM14	RNA-binding protein 14	3.7038e+07
Q96PN8	TSSK3_HUMAN	TSSK3	Testis-specific serine/threonine-protein kinase 3	3.50581e+06
Q96PU5	NED4L_HUMAN	NEDD4L	E3 ubiquitin-protein ligase NEDD4-like	1.74553e+06
Q96PU8	QKI_HUMAN	QKI	Protein quaking	1.85733e+07
Q96PZ0	PUS7_HUMAN	PUS7	Pseudouridylate synthase 7 homolog	9.55574e+06
Q96Q11	TRNT1_HUMAN	TRNT1	CCA tRNA nucleotidyltransferase 1, mitochondrial	5.45968e+06
Q96QC0	PP1RA_HUMAN	PPP1R10	Serine/threonine-protein phosphatase 1 regulatory subunit 10	4.02233e+06
Q96QD5	DEPD7_HUMAN	DEPDC7	DEP domain-containing protein 7	1.01265e+06
Q96QD8	S38A2_HUMAN	SLC38A2	Sodium-coupled neutral amino acid transporter 2	6.00216e+06
Q96QD9	UIF_HUMAN	FYTTD1	UAP56-interacting factor	3.48747e+06
Q96QE3	ATAD5_HUMAN	ATAD5	ATPase family AAA domain-containing protein 5	2.53868e+06
Q96QE5	TEFM_HUMAN	TEFM	Transcription elongation factor, mitochondrial	177588
Q96QK1	VPS35_HUMAN	VPS35	Vacuolar protein sorting-associated protein 35	2.49183e+07
Q96QR8	PURB_HUMAN	PURB	Transcriptional activator protein Pur-beta	1.20463e+08
Q96QU8	XPO6_HUMAN	XPO6	Exportin-6	4.13422e+06
Q96R06	SPAG5_HUMAN	SPAG5	Sperm-associated antigen 5	1.10884e+06
Q96RE7	NACC1_HUMAN	NACC1	Nucleus accumbens-associated protein 1	4.16351e+06
Q96RL7	VP13A_HUMAN	VPS13A	Vacuolar protein sorting-associated protein 13A	653983
Q96RP9	EFGM_HUMAN	GFM1	Elongation factor G, mitochondrial	8.83118e+06
Q96RQ1	ERGI2_HUMAN	ERGIC2	Endoplasmic reticulum-Golgi intermediate compartment protein 2	4.30085e+06
Q96RS6	NUDC1_HUMAN	NUDCD1	NudC domain-containing protein 1	8.25192e+06
Q96RT1	ERBIN_HUMAN	ERBIN	Erbin	3.20607e+06
Q96RU2	UBP28_HUMAN	USP28	Ubiquitin carboxyl-terminal hydrolase 28	2.92718e+06
Q96S19	MTL26_HUMAN	METTL26	Methyltransferase-like 26	1.79384e+06
Q96S44	PRPK_HUMAN	TP53RK	EKC/KEOPS complex subunit TP53RK	5.57988e+06
Q96S52	PIGS_HUMAN	PIGS	GPI transamidase component PIG-S	2.90439e+06
Q96S55	WRIP1_HUMAN	WRNIP1	ATPase WRNIP1	6.23868e+06
Q96S59	RANB9_HUMAN	RANBP9	Ran-binding protein 9	1.50131e+06
Q96S66	CLCC1_HUMAN	CLCC1	Chloride channel CLIC-like protein 1	3.40154e+06
Q96S97	MYADM_HUMAN	MYADM	Myeloid-associated differentiation marker	579675
Q96SB3	NEB2_HUMAN	PPP1R9B	Neurabin-2	4.53065e+06
Q96SB4	SRPK1_HUMAN	SRPK1	SRSF protein kinase 1	1.04469e+07
Q96SB8	SMC6_HUMAN	SMC6	Structural maintenance of chromosomes protein 6	2.50875e+06
Q96SI9	STRBP_HUMAN	STRBP	Spermatid perinuclear RNA-binding protein	1.34442e+07
Q96SK2	TM209_HUMAN	TMEM209	Transmembrane protein 209	1.58597e+06
Q96SQ9	CP2S1_HUMAN	CYP2S1	Cytochrome P450 2S1	718905
Q96ST2	IWS1_HUMAN	IWS1	Protein IWS1 homolog	2.74569e+06
Q96ST3	SIN3A_HUMAN	SIN3A	Paired amphipathic helix protein Sin3a	5.24501e+06
Q96SU4	OSBL9_HUMAN	OSBPL9	Oxysterol-binding protein-related protein 9	3.88967e+06
Q96SW2	CRBN_HUMAN	CRBN	Protein cereblon	498282
Q96SY0	INT14_HUMAN	INTS14	Integrator complex subunit 14	4.1322e+06
Q96SZ5	AEDO_HUMAN	ADO	2-aminoethanethiol dioxygenase	5.36353e+06
Q96SZ6	CK5P1_HUMAN	CDK5RAP1	Mitochondrial tRNA methylthiotransferase CDK5RAP1	386182
Q96T23	RSF1_HUMAN	RSF1	Remodeling and spacing factor 1	3.88887e+06
Q96T37	RBM15_HUMAN	RBM15	RNA-binding protein 15	6.3826e+06
Q96T51	RUFY1_HUMAN	RUFY1	RUN and FYVE domain-containing protein 1	6.75026e+06
Q96T58	MINT_HUMAN	SPEN	Msx2-interacting protein	2.10129e+06
Q96T60	PNKP_HUMAN	PNKP	Bifunctional polynucleotide phosphatase/kinase	2.34579e+06
Q96T76	MMS19_HUMAN	MMS19	MMS19 nucleotide excision repair protein homolog	4.92819e+06
Q96T88	UHRF1_HUMAN	UHRF1	E3 ubiquitin-protein ligase UHRF1	1.2476e+07
Q96TA1	NIBA2_HUMAN	NIBAN2	Protein Niban 2	2.3455e+07
Q96TA2	YMEL1_HUMAN	YME1L1	ATP-dependent zinc metalloprotease YME1L1	2.07154e+06
Q96TC7	RMD3_HUMAN	RMDN3	Regulator of microtubule dynamics protein 3	9.04709e+06
Q96VH4	HBN1_YEAST	HBN1	Putative nitroreductase HBN1	3.66437e+07
Q96VH5	MIC10_YEAST	MIC10	MICOS complex subunit MIC10	1.05885e+07
Q99176	SRN2_YEAST	SRN2	Protein SRN2	229181
Q99190	TECR_YEAST	TSC13	Very-long-chain enoyl-CoA reductase	1.62042e+06
Q99210	NTPPA_YEAST	YOR111W	dTTP/UTP pyrophosphatase	523328
